source	arxiv_id	year	title	authors	venue	url	tags	matched_queries
arxiv	2510.16455v1	2025	RAVEN: Robust Advertisement Video Violation Temporal Grounding via Reinforcement Reasoning	Deyi Ji; Yuekui Yang; Haiyang Wu; Shaoping Ma; Tianrun Chen; Lanyun Zhu	arXiv	http://arxiv.org/abs/2510.16455v1	benchmark_sudden; mechanism; reasoning; phase_scaling; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2510.15731v2	2025	Attention Sinks in Diffusion Language Models	Maximo Eduardo Rulli; Simone Petruzzi; Edoardo Michielon; Fabrizio Silvestri; Simone Scardapane; Alessio Devoto	arXiv	http://arxiv.org/abs/2510.15731v2	mechanism	all:"attention" AND all:"emergence" AND all:"language model"
arxiv	2510.14095v1	2025	Unlocking Out-of-Distribution Generalization in Transformers via Recursive Latent Space Reasoning	Awni Altabaa; Siyu Chen; John Lafferty; Zhuoran Yang	arXiv	http://arxiv.org/abs/2510.14095v1	mechanism; reasoning; phase_scaling; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2510.13796v3	2025	The Mechanistic Emergence of Symbol Grounding in Language Models	Shuyu Wu; Ziqiao Ma; Xiaoxi Luo; Yidong Huang; Josue Torres-Fonseca; Freda Shi; Joyce Chai	arXiv	http://arxiv.org/abs/2510.13796v3	mechanism; phase_scaling; definition_theory	all:"attention" AND all:"emergence" AND all:"language model"
arxiv	2510.12091v1	2025	ToPolyAgent: AI Agents for Coarse-Grained Topological Polymer Simulations	Lijie Ding; Jan-Michael Carrillo; Changwoo Do	arXiv	http://arxiv.org/abs/2510.12091v1	definition_theory	all:"coarse-graining" AND all:"language models"
arxiv	2510.11837v1	2025	Countermind: A Multi-Layered Security Architecture for Large Language Models	Dominik Schwarz	arXiv	http://arxiv.org/abs/2510.11837v1	mechanism; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2510.15987v2	2025	Algorithmic Primitives and Compositional Geometry of Reasoning in Language Models	Samuel Lippl; Thomas McGee; Kimberly Lopez; Ziwen Pan; Pierce Zhang; Salma Ziadi; Oliver Eberle; Ida Momennejad	arXiv	http://arxiv.org/abs/2510.15987v2	benchmark_sudden; mechanism; reasoning; icl	all:"function vectors" AND all:"language models"
arxiv	2510.11288v4	2025	Emergent Misalignment via In-Context Learning: Narrow in-context examples can produce broadly misaligned LLMs	Nikita Afonin; Nikita Andriianov; Vahagn Hovhannisyan; Nikhil Bageshpura; Kyle Liu; Kevin Zhu; Sunishchal Dev; Ashwinee Panda; Oleg Rogov; Elena Tutubalina; Alexander Panchenko; Mikhail Seleznyov	arXiv	http://arxiv.org/abs/2510.11288v4	mechanism; reasoning; icl; phase_scaling; safety_alignment; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.15974v1	2025	Limits of Emergent Reasoning of Large Language Models in Agentic Frameworks for Deterministic Games	Chris Su; Harrison Li; Matheus Marques; George Flint; Kevin Zhu; Sunishchal Dev	arXiv	http://arxiv.org/abs/2510.15974v1	benchmark_sudden; reasoning; definition_theory	all:"emergent reasoning" AND all:"language models" || all:"emergent reasoning" AND all:"language model"
arxiv	2510.10670v1	2025	AdaViewPlanner: Adapting Video Diffusion Models for Viewpoint Planning in 4D Scenes	Yu Li; Menghan Xia; Gongye Liu; Jianhong Bai; Xintao Wang; Conglang Zhang; Yuxuan Lin; Ruihang Chu; Pengfei Wan; Yujiu Yang	arXiv	http://arxiv.org/abs/2510.10670v1	mechanism; world_model; reasoning	all:"implicit world model" AND all:"generative model"
arxiv	2510.15952v4	2025	Executable Epistemology: The Structured Cognitive Loop as an Architecture of Intentional Understanding	Myung Ho Kim	arXiv	http://arxiv.org/abs/2510.15952v4	mechanism; definition_theory	all:"emergent intelligence" AND all:"language model"
arxiv	2510.08808v4	2025	TinyGraphEstimator: Adapting Lightweight Language Models for Graph Structure Inference	Michal Podstawski	arXiv	http://arxiv.org/abs/2510.08808v4	mechanism; reasoning	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2510.08372v1	2025	On the Relationship Between the Choice of Representation and In-Context Learning	Ioana Marinescu; Kyunghyun Cho; Eric Karl Oermann	arXiv	http://arxiv.org/abs/2510.08372v1	mechanism; reasoning; icl; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.07401v1	2025	Attention to Order: Transformers Discover Phase Transitions via Learnability	Şener Özönder	arXiv	http://arxiv.org/abs/2510.07401v1	mechanism; phase_scaling; definition_theory	all:"critical" AND all:"language model" AND all:"phase transition"
arxiv	2510.08632v1	2025	Next Semantic Scale Prediction via Hierarchical Diffusion Language Models	Cai Zhou; Chenyu Wang; Dinghuai Zhang; Shangyuan Tong; Yifei Wang; Stephen Bates; Tommi Jaakkola	arXiv	http://arxiv.org/abs/2510.08632v1	phase_scaling; definition_theory	all:"coarse-graining" AND all:"language models"
arxiv	2510.08616v1	2025	LLMs Show Surface-Form Brittleness Under Paraphrase Stress Tests	Juan Miguel Navarro Carranza	arXiv	http://arxiv.org/abs/2510.08616v1	benchmark_sudden; mechanism	all:"emergent abilities" AND all:"large language models"
arxiv	2510.06014v1	2025	ARISE: An Adaptive Resolution-Aware Metric for Test-Time Scaling Evaluation in Large Reasoning Models	Zhangyue Yin; Qiushi Sun; Zhiyuan Zeng; Zhiyuan Yu; Qipeng Guo; Xuanjing Huang; Xipeng Qiu	arXiv	http://arxiv.org/abs/2510.06014v1	mechanism; reasoning; phase_scaling	all:"large reasoning models" AND all:"emergent"
arxiv	2510.05698v1	2025	Joint Communication Scheduling and Velocity Control for Multi-UAV-Assisted Post-Disaster Monitoring: An Attention-Based In-Context Learning Approach	Yousef Emami; Seyedsina Nabavirazavi; Jingjing Zheng; Hao Zhou; Miguel Gutierrez Gaitan; Kai Li; Luis Almeida	arXiv	http://arxiv.org/abs/2510.05698v1	reasoning; icl; phase_scaling	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.05674v2	2025	Context Matters: Learning Global Semantics via Object-Centric Representation	Jike Zhong; Yuxiang Lai; Xiaofeng Yang; Konstantinos Psounis	arXiv	http://arxiv.org/abs/2510.05674v2	mechanism; reasoning; icl; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.05554v1	2025	Critical attention scaling in long-context transformers	Shi Chen; Zhengjiang Lin; Yury Polyanskiy; Philippe Rigollet	arXiv	http://arxiv.org/abs/2510.05554v1	phase_scaling	all:"critical" AND all:"language model" AND all:"phase transition"
arxiv	2510.04567v3	2025	GILT: An LLM-Free, Tuning-Free Graph Foundational Model for In-Context Learning	Weishuo Ma; Yanbo Wang; Xiyuan Wang; Lei Zou; Muhan Zhang	arXiv	http://arxiv.org/abs/2510.04567v3	mechanism; icl; phase_scaling	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.08595v1	2025	Systematic Diagnosis of Brittle Reasoning in Large Language Models	V. S. Raghu Parupudi	arXiv	http://arxiv.org/abs/2510.08595v1	benchmark_sudden; reasoning; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2510.02528v2	2025	Multimodal Function Vectors for Visual Relations	Shuhao Fu; Esther Goldberg; Ying Nian Wu; Hongjing Lu	arXiv	http://arxiv.org/abs/2510.02528v2	mechanism; reasoning; icl	all:"function vectors" AND all:"language models"
arxiv	2510.01163v1	2025	How Does the Pretraining Distribution Shape In-Context Learning? Task Selection, Generalization, and Robustness	Waïss Azizian; Ali Hasan	arXiv	http://arxiv.org/abs/2510.01163v1	icl; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.01295v1	2025	The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation	Zarreen Reza	arXiv	http://arxiv.org/abs/2510.01295v1	benchmark_sudden; safety_alignment; definition_theory	all:"emergent abilities" AND all:"large language models"
arxiv	2510.00579v1	2025	CoT Vectors: Transferring and Probing the Reasoning Mechanisms of LLMs	Li Li; Ziyi Wang; Yongliang Wu; Jianfei Cai; Xu Yang	arXiv	http://arxiv.org/abs/2510.00579v1	benchmark_sudden; mechanism; reasoning; icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2510.00326v1	2025	Reasoning-Aware Prompt Orchestration: A Foundation Model for Multi-Agent Language Model Coordination	Hassen Dhrif	arXiv	http://arxiv.org/abs/2510.00326v1	mechanism; reasoning; definition_theory	all:"reasoning emerges" AND all:"language model" || all:"reasoning emergence" AND all:"language model"
arxiv	2510.00319v2	2025	DecepChain: Inducing Deceptive Reasoning in Large Language Models	Wei Shen; Han Wang; Haoyu Li; Huan Zhang	arXiv	http://arxiv.org/abs/2510.00319v2	benchmark_sudden; reasoning; safety_alignment	all:"deception abilities" AND all:"large language models"
arxiv	2509.26551v1	2025	Pretrain-Test Task Alignment Governs Generalization in In-Context Learning	Mary I. Letey; Jacob A. Zavatone-Veth; Yue M. Lu; Cengiz Pehlevan	arXiv	http://arxiv.org/abs/2509.26551v1	icl; safety_alignment; definition_theory	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2509.25989v2	2025	Towards Reliable and Holistic Visual In-Context Learning Prompt Selection	Wenxiao Wu; Jing-Hao Xue; Chengming Xu; Chen Liu; Xinwei Sun; Changxin Gao; Nong Sang; Yanwei Fu	arXiv	http://arxiv.org/abs/2509.25989v2	icl	all:"in-context learning" AND all:"emergent" || all:"in context learning" AND all:"emergence"
arxiv	2509.25808v1	2025	Improving Sampling Efficiency in RLVR through Adaptive Rollout and Response Reuse	Yuheng Zhang; Wenlin Yao; Changlong Yu; Yao Liu; Qingyu Yin; Bing Yin; Hyokun Yun; Lihong Li	arXiv	http://arxiv.org/abs/2509.25808v1	benchmark_sudden; reasoning	all:"RLVR" AND all:"emergence"
arxiv	2509.25622v2	2025	Layer-wise dynamic rank for compressing large language models	Zhendong Mi; Bian Sun; Grace Li Zhang; Shaoyi Huang	arXiv	http://arxiv.org/abs/2509.25622v2	reasoning; phase_scaling; definition_theory	all:"compression" AND all:"emergence" AND all:"language models"
arxiv	2509.25140v2	2025	ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory	Siru Ouyang; Jun Yan; I-Hung Hsu; Yanfei Chen; Ke Jiang; Zifeng Wang; Rujun Han; Long T. Le; Samira Daruki; Xiangru Tang; Vishy Tirumalashetty; George Lee; Mahsan Rofouei; Hangfei Lin; Jiawei Han; Chen-Yu Lee; Tomas Pfister	arXiv	http://arxiv.org/abs/2509.25140v2	benchmark_sudden; mechanism; reasoning; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2509.24945v3	2025	MobileLLM-R1: Exploring the Limits of Sub-Billion Language Model Reasoners with Open Training Recipes	Changsheng Zhao; Ernie Chang; Zechun Liu; Chia-Jung Chang; Wei Wen; Chen Lai; Sheng Cao; Yuandong Tian; Raghuraman Krishnamoorthi; Yangyang Shi; Vikas Chandra	arXiv	http://arxiv.org/abs/2509.24945v3	benchmark_sudden; reasoning; definition_theory	all:"reasoning emerges" AND all:"language model" || all:"reasoning emergence" AND all:"language model"
arxiv	2509.24218v2	2025	Conda: Column-Normalized Adam for Training Large Language Models Faster	Junjie Wang; Pan Zhou; Yiming Dong; Huan Li; Jia Li; Xun Zhou; Qicheng Lao; Cong Fang; Zhouchen Lin	arXiv	http://arxiv.org/abs/2509.24218v2	phase_scaling; definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2509.23108v2	2025	Artificial Phantasia: Emergent Mental Imagery in Large Language Models	Morgan McCarty; Jorge Morales	arXiv	http://arxiv.org/abs/2509.23108v2	mechanism; reasoning; definition_theory	all:"emergent" AND all:"large language model"
arxiv	2509.22831v1	2025	Toward a Theory of Generalizability in LLM Mechanistic Interpretability Research	Sean Trott	arXiv	http://arxiv.org/abs/2509.22831v1	mechanism; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2509.22353v2	2025	Context and Diversity Matter: The Emergence of In-Context Learning in World Models	Fan Wang; Zhiyuan Chen; Yuxuan Zhong; Sunjian Zheng; Pengtao Shao; Bo Yu; Shaoshan Liu; Jianan Wang; Ning Ding; Yang Cao; Yu Kang	arXiv	http://arxiv.org/abs/2509.22353v2	mechanism; world_model; icl; definition_theory	all:"in-context learning" AND all:"emergent"
arxiv	2509.22255v3	2025	Evaluating LLMs for Combinatorial Optimization: One-Phase and Two-Phase Heuristics for 2D Bin-Packing	Syed Mahbubul Huq; Daniel Brito; Daniel Sikar; Chris Child; Tillman Weyde; Rajesh Mojumder	arXiv	http://arxiv.org/abs/2509.22255v3	benchmark_sudden; reasoning	all:"emergent abilities" AND all:"large language models"
arxiv	2509.21528v1	2025	Preemptive Detection and Steering of LLM Misalignment via Latent Reachability	Sathwik Karnik; Somil Bansal	arXiv	http://arxiv.org/abs/2509.21528v1	benchmark_sudden; mechanism; safety_alignment; definition_theory	all:"emergent alignment" AND all:"language models"
arxiv	2509.21310v1	2025	SAGE: A Realistic Benchmark for Semantic Understanding	Samarth Goel; Reagan J. Lee; Kannan Ramchandran	arXiv	http://arxiv.org/abs/2509.21310v1	benchmark_sudden; mechanism; phase_scaling; safety_alignment	all:"emergent abilities" AND all:"large language models"
arxiv	2509.21224v1	2025	What Do LLM Agents Do When Left Alone? Evidence of Spontaneous Meta-Cognitive Patterns	Stefan Szeider	arXiv	http://arxiv.org/abs/2509.21224v1	safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2509.21013v3	2025	Predicting LLM Reasoning Performance with Small Proxy Model	Woosung Koh; Juyoung Suk; Sungjun Han; Se-Young Yun; Jamin Shin	arXiv	http://arxiv.org/abs/2509.21013v3	benchmark_sudden; reasoning; phase_scaling; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2510.01238v2	2025	Silent Tokens, Loud Effects: Padding in LLMs	Rom Himelstein; Amit LeVi; Yonatan Belinkov; Avi Mendelson	arXiv	http://arxiv.org/abs/2510.01238v2	mechanism; safety_alignment	all:"emergent abilities" AND all:"large language models"
arxiv	2509.18052v3	2025	The PIMMUR Principles: Ensuring Validity in Collective Behavior of LLM Societies	Jiaxu Zhou; Jen-tse Huang; Xuhui Zhou; Man Ho Lam; Xintao Wang; Hao Zhu; Wenxuan Wang; Maarten Sap	arXiv	http://arxiv.org/abs/2509.18052v3	phase_scaling; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2509.17353v1	2025	Medical AI Consensus: A Multi-Agent Framework for Radiology Report Generation and Evaluation	Ahmed T. Elboardy; Ghada Khoriba; Essam A. Rashed	arXiv	http://arxiv.org/abs/2509.17353v1	benchmark_sudden; reasoning; safety_alignment	all:"emergent abilities" AND all:"large language models"
arxiv	2509.17314v3	2025	Clotho: Measuring Task-Specific Pre-Generation Test Adequacy for LLM Inputs	Juyeon Yoon; Somin Kim; Robert Feldt; Shin Yoo	arXiv	http://arxiv.org/abs/2509.17314v3	benchmark_sudden; definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2509.14647v1	2025	AgentCompass: Towards Reliable Evaluation of Agentic Workflows in Production	NVJK Kartik; Garvit Sapra; Rishav Hada; Nikhil Pareek	arXiv	http://arxiv.org/abs/2509.14647v1	benchmark_sudden; reasoning; phase_scaling; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2509.13758v1	2025	A Study on Thinking Patterns of Large Reasoning Models in Code Generation	Kevin Halim; Sin G. Teo; Ruitao Feng; Zhenpeng Chen; Yang Gu; Chong Wang; Yang Liu	arXiv	http://arxiv.org/abs/2509.13758v1	reasoning; definition_theory	all:"large reasoning models" AND all:"emergent"
arxiv	2509.12382v1	2025	LLM-as-a-Judge: Rapid Evaluation of Legal Document Recommendation for Retrieval-Augmented Generation	Anu Pradhan; Alexandra Ortan; Apurv Verma; Madhavan Seshadri	arXiv	http://arxiv.org/abs/2509.12382v1	safety_alignment	all:"emergence" AND all:"large language models"
arxiv	2509.08184v1	2025	Selective Induction Heads: How Transformers Select Causal Structures In Context	Francesco D'Angelo; Francesco Croce; Nicolas Flammarion	arXiv	http://arxiv.org/abs/2509.08184v1	mechanism; icl; phase_scaling	all:"induction heads" AND all:"in-context learning"
arxiv	2509.06332v1	2025	A Fragile Number Sense: Probing the Elemental Limits of Numerical Reasoning in LLMs	Roussel Rahman; Aashwin Ananda Mishra	arXiv	http://arxiv.org/abs/2509.06332v1	benchmark_sudden; mechanism; reasoning; definition_theory	all:"numeracy" AND all:"large language models" AND all:"emergent" || all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2509.06322v3	2025	Text-Trained LLMs Can Zero-Shot Extrapolate PDE Dynamics, Revealing a Three-Stage In-Context Learning Mechanism	Jiajun Bao; Nicolas Boullé; Toni J. B. Liu; Raphaël Sarfati; Christopher J. Earls	arXiv	http://arxiv.org/abs/2509.06322v3	mechanism; icl; phase_scaling; definition_theory	all:"emergent in-context learning"
arxiv	2509.05899v1	2025	X-SQL: Expert Schema Linking and Understanding of Text-to-SQL with Multi-LLMs	Dazhi Peng	arXiv	http://arxiv.org/abs/2509.05899v1	benchmark_sudden; definition_theory	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2509.05818v2	2025	Chatbot To Help Patients Understand Their Health	Won Seok Jang; Hieu Tran; Manav Mistry; SaiKiran Gandluri; Yifan Zhang; Sharmin Sultana; Sunjae Kown; Yuan Zhang; Zonghai Yao; Hong Yu	arXiv	http://arxiv.org/abs/2509.05818v2	phase_scaling; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2509.03646v3	2025	Emergent Hierarchical Reasoning in LLMs through Reinforcement Learning	Haozhe Wang; Qixin Xu; Che Liu; Junhong Wu; Fangzhen Lin; Wenhu Chen	arXiv	http://arxiv.org/abs/2509.03646v3	mechanism; reasoning; definition_theory	all:"emergent reasoning" AND all:"language model"
arxiv	2509.01649v1	2025	Distilled Pretraining: A modern lens of Data, In-Context Learning and Test-Time Scaling	Sachin Goyal; David Lopez-Paz; Kartik Ahuja	arXiv	http://arxiv.org/abs/2509.01649v1	mechanism; icl	all:"induction heads" AND all:"in-context learning"
arxiv	2508.21186v1	2025	Manifold Trajectories in Next-Token Prediction: From Replicator Dynamics to Softmax Equilibrium	Christopher R. Lee-Jenkins	arXiv	http://arxiv.org/abs/2508.21186v1	mechanism	all:"dynamical systems" AND all:"language models" AND all:"in-context"
arxiv	2508.20068v1	2025	11Plus-Bench: Demystifying Multimodal LLM Spatial Reasoning with Cognitive-Inspired Analysis	Chengzu Li; Wenshan Wu; Huanyu Zhang; Qingtao Li; Zeyu Gao; Yan Xia; José Hernández-Orallo; Ivan Vulić; Furu Wei	arXiv	http://arxiv.org/abs/2508.20068v1	benchmark_sudden; reasoning	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2508.19851v1	2025	Tracking World States with Language Models: State-Based Evaluation Using Chess	Romain Harang; Jason Naradowsky; Yaswitha Gujju; Yusuke Miyao	arXiv	http://arxiv.org/abs/2508.19851v1	benchmark_sudden; mechanism; world_model; reasoning; definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2508.19562v1	2025	Democracy-in-Silico: Institutional Design as Alignment in AI-Governed Polities	Trisanth Srinivasan; Santosh Patapati	arXiv	http://arxiv.org/abs/2508.19562v1	mechanism; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2508.17298v2	2025	Explain Before You Answer: A Survey on Compositional Visual Reasoning	Fucai Ke; Joy Hsu; Zhixi Cai; Zixian Ma; Xin Zheng; Xindi Wu; Sukai Huang; Weiqing Wang; Pari Delir Haghighi; Gholamreza Haffari; Ranjay Krishna; Jiajun Wu; Hamid Rezatofighi	arXiv	http://arxiv.org/abs/2508.17298v2	benchmark_sudden; mechanism; reasoning; phase_scaling; safety_alignment	all:"reasoning" AND all:"emergence" AND all:"language model"
arxiv	2508.17291v1	2025	Meta-R1: Empowering Large Reasoning Models with Metacognition	Haonan Dong; Haoran Ye; Wenhao Zhu; Kehan Jiang; Guojie Song	arXiv	http://arxiv.org/abs/2508.17291v1	benchmark_sudden; reasoning; definition_theory	all:"large reasoning models" AND all:"emergent"
arxiv	2508.18302v1	2025	AI LLM Proof of Self-Consciousness and User-Specific Attractors	Jeffrey Camlin	arXiv	http://arxiv.org/abs/2508.18302v1	benchmark_sudden; mechanism; reasoning	all:"symbolic" AND all:"hidden states" AND all:"LLMs"
arxiv	2508.14723v3	2025	Transplant Then Regenerate: A New Paradigm for Text Data Augmentation	Guangzhan Wang; Hongyu Zhang; Beijun Shen; Xiaodong Gu	arXiv	http://arxiv.org/abs/2508.14723v3	phase_scaling; definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2508.14377v2	2025	ZPD-SCA: Unveiling the Blind Spots of LLMs in Assessing Students' Cognitive Abilities	Wenhan Dong; Zhen Sun; Yuemeng Zhao; Zifan Peng; Jun Wu; Jingyi Zheng; Yule Liu; Xinlei He; Yu Wang; Ruiming Wang; Xinyi Huang; Lei Mo	arXiv	http://arxiv.org/abs/2508.14377v2	benchmark_sudden; icl; phase_scaling; safety_alignment	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2508.15841v1	2025	A Review of Developmental Interpretability in Large Language Models	Ihor Kendiukhov	arXiv	http://arxiv.org/abs/2508.15841v1	benchmark_sudden; mechanism; icl; phase_scaling; safety_alignment; definition_theory	all:"critical" AND all:"language model" AND all:"phase transition" || all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2508.14029v4	2025	Beyond Pass@1: Self-Play with Variational Problem Synthesis Sustains RLVR	Xiao Liang; Zhongzhi Li; Yeyun Gong; Yelong Shen; Ying Nian Wu; Zhijiang Guo; Weizhu Chen	arXiv	http://arxiv.org/abs/2508.14029v4	benchmark_sudden; reasoning	all:"RLVR" AND all:"emergence"
arxiv	2508.13942v2	2025	The Collaboration Paradox: Why Generative AI Requires Both Strategic Intelligence and Operational Stability in Supply Chain Management	Soumyadeep Dhar	arXiv	http://arxiv.org/abs/2508.13942v2	phase_scaling; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2508.13603v1	2025	Who Gets the Mic? Investigating Gender Bias in the Speaker Assignment of a Speech-LLM	Dariia Puhach; Amir H. Payberah; Éva Székely	arXiv	http://arxiv.org/abs/2508.13603v1	benchmark_sudden; safety_alignment; definition_theory	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2508.12448v1	2025	Uncovering Emergent Physics Representations Learned In-Context by Large Language Models	Yeongwoo Song; Jaeyong Bae; Dong-Kyum Kim; Hawoong Jeong	arXiv	http://arxiv.org/abs/2508.12448v1	mechanism; reasoning; icl; definition_theory	all:"emergent reasoning" AND all:"language models" || all:"emergent reasoning" AND all:"language model"
arxiv	2508.13214v1	2025	Too Easily Fooled? Prompt Injection Breaks LLMs on Frustratingly Simple Multiple-Choice Questions	Xuyang Guo; Zekai Huang; Zhao Song; Jiahao Zhang	arXiv	http://arxiv.org/abs/2508.13214v1	benchmark_sudden; reasoning; definition_theory	all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2508.11915v2	2025	CORE: Measuring Multi-Agent LLM Interaction Quality under Game-Theoretic Pressures	Punya Syon Pandey; Yongjin Yang; Jiarui Liu; Zhijing Jin	arXiv	http://arxiv.org/abs/2508.11915v2	definition_theory	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2508.11576v2	2025	Causality Matters: How Temporal Information Emerges in Video Language Models	Yumeng Shi; Quanyu Long; Yin Wu; Wenya Wang	arXiv	http://arxiv.org/abs/2508.11576v2	benchmark_sudden; mechanism; reasoning; definition_theory	all:"reasoning emerges" AND all:"language model" || all:"reasoning emergence" AND all:"language model"
arxiv	2508.09815v1	2025	Extending the OWASP Multi-Agentic System Threat Modeling Guide: Insights from Multi-Agent Security Research	Klaudia Krawiecka; Christian Schroeder de Witt	arXiv	http://arxiv.org/abs/2508.09815v1	mechanism; reasoning; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2508.07534v2	2025	From Trial-and-Error to Improvement: A Systematic Analysis of LLM Exploration Mechanisms in RLVR	Jia Deng; Jie Chen; Zhipeng Chen; Daixuan Cheng; Fei Bai; Beichen Zhang; Yinqian Min; Yanzipeng Gao; Wayne Xin Zhao; Ji-Rong Wen	arXiv	http://arxiv.org/abs/2508.07534v2	mechanism; reasoning; phase_scaling	all:"RLVR" AND all:"emergence"
arxiv	2508.07208v2	2025	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	Chanakya Ekbote; Marco Bondaschi; Nived Rajaraman; Jason D. Lee; Michael Gastpar; Ashok Vardhan Makkuva; Paul Pu Liang	arXiv	http://arxiv.org/abs/2508.07208v2	mechanism; icl	all:"induction heads" AND all:"in-context learning" || all:"induction heads" AND all:"emergence"
arxiv	2508.04401v1	2025	Why are LLMs' abilities emergent?	Vladimír Havlík	arXiv	http://arxiv.org/abs/2508.04401v1	benchmark_sudden; icl; phase_scaling; definition_theory	all:"dynamical systems" AND all:"language models" AND all:"in-context" || all:"grokking" AND all:"emergent abilities" || all:"emergent abilities" AND all:"large language models" || all:"emergent ability" AND all:"large language models"
arxiv	2508.02120v1	2025	Don't Overthink It: A Survey of Efficient R1-style Large Reasoning Models	Linan Yue; Yichao Du; Yizhi Wang; Weibo Gao; Fangzhou Yao; Li Wang; Ye Liu; Ziyu Xu; Qi Liu; Shimin Di; Min-Ling Zhang	arXiv	http://arxiv.org/abs/2508.02120v1	mechanism; reasoning	all:"large reasoning models" AND all:"emergent"
arxiv	2508.00285v1	2025	Integrating clinical reasoning into large language model-based diagnosis through etiology-aware attention steering	Peixian Li; Yu Tian; Ruiqi Tu; Chengkai Wu; Jingjing Ren; Jingsong Li	arXiv	http://arxiv.org/abs/2508.00285v1	mechanism; reasoning; phase_scaling; safety_alignment	all:"attention" AND all:"emergence" AND all:"language model"
arxiv	2507.22887v1	2025	Where to show Demos in Your Prompt: A Positional Bias of In-Context Learning	Kwesi Cobbina; Tianyi Zhou	arXiv	http://arxiv.org/abs/2507.22887v1	reasoning; icl; phase_scaling; safety_alignment	all:"emergent capabilities" AND all:"large language models" || all:"emergent capability" AND all:"large language models"
arxiv	2507.20957v4	2025	Your AI, Not Your View: The Bias of LLMs in Investment Analysis	Hoyoung Lee; Junhyuk Seo; Suhwan Park; Junhyeong Lee; Wonbin Ahn; Chanyeol Choi; Alejandro Lopez-Lira; Yongjae Lee	arXiv	http://arxiv.org/abs/2507.20957v4	benchmark_sudden; mechanism; world_model; safety_alignment; definition_theory	all:"emergent behavior" AND all:"large language models"
arxiv	2507.20198v5	2025	A Survey of Token Compression for Efficient Multimodal Large Language Models	Kele Shao; Keda Tao; Kejia Zhang; Sicheng Feng; Mu Cai; Yuzhang Shang; Haoxuan You; Can Qin; Yang Sui; Huan Wang	arXiv	http://arxiv.org/abs/2507.20198v5	mechanism; phase_scaling; definition_theory	all:"compression" AND all:"emergence" AND all:"language models"
