index	year	title	authors	source	venue	url	paper_relevance	goal_v2_role_in_audit	goal_v2_support_level	goal_v2_route_labels	core_0_source_validity	core_1_claim_match	core_2_behavioral_or_organizational_effect	core_3_method_and_robustness	core_4_internal_mechanism_coarse_graining	core_5_reduced_predictive_description	core_6_alternative_controls	goal_v2_core_minimum_candidate	goal_v2_emergent_intelligence_candidate	triage_decision	final_verdict	gate_5_reason	gate_6_reason	summary
1332	2021	Detecting Emergent Intersectional Biases: Contextualized Word Embeddings Contain a Distribution of Human-like Biases	Wei Guo; Aylin Caliskan	openalex		https://doi.org/10.1145/3461702.3462536	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	With the starting point that implicit human biases are reflected in the statistical regularities of language, it is possible to measure biases in English static word embeddings. State-of-the-art neural language models generate dynamic word embeddings dependent on the context in which the word appears. Current methods measure pre-defined social and intersectional biases that occur in contexts defined by sentence templates. Dispensing with templates, we introduce the Contextualized Embedding Association Test (CEAT), that can summarize the magnitude of overall bias in neural language models by incorporating a random-effects model. Experiments on social and intersectional biases show that CEAT finds evidence of all tested biases and provides comprehensive information on the variance of effect magnitudes of the same bias in different contexts. All the models trained on English corpora that we study contain biased representations. GPT-2 contains the smallest magnitude of overall bias followed by GPT, BERT, and then ELMo, negatively correlating with the contextualization levels of the models.
1333	2021	Emergent constraints on climate sensitivities	Mark S. Williamson; Chad W. Thackeray; Peter M. Cox; Alex Hall; Chris Huntingford; Femke J. M. M. Nijsse	openalex		https://doi.org/10.1103/revmodphys.93.025004	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Emergent constraints (ECs) relate observables of the climate system to equivalent quantities simulated from Earth system models that are related to properties of the future climate. The uncertainties in projections of these properties may be reduced by constraining the modeled quantities to observables. The article examines how such relationships emerge from Earth system models, simple theories for how ECs can be derived from temporal variability in the climate system, and how ECs might be misinterpreted. A wide range of ECs discovered so far are presented as well as a framework for quantifying multiple sources of uncertainty in ECs. An outlook for reducing these uncertainties to quantify global environmental change is also given.
1337	2021	Entanglement Phase Transitions in Measurement-Only Dynamics	Matteo Ippoliti; Michael J. Gullans; Sarang Gopalakrishnan; David A. Huse; Vedika Khemani	openalex		https://doi.org/10.1103/physrevx.11.011030	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	"Unitary circuits subject to repeated projective measurements can undergo an entanglement phase transition (EPT) as a function of the measurement rate. This transition is generally understood in terms of a competition between the scrambling effects of unitary dynamics and the disentangling effects of measurements. We find that, surprisingly, EPTs are possible even in the absence of scrambling unitary dynamics, where they are best understood as arising from measurements alone. This finding motivates us to introduce measurement-only models, in which the ""scrambling"" and ""unscrambling"" effects driving the EPT are fundamentally intertwined and cannot be attributed to physically distinct processes. These models represent a novel form of an EPT, conceptually distinct from that in hybrid unitary-projective circuits. We explore the entanglement phase diagrams, critical points, and quantum code properties of some of these measurement-only models. We find that the principle driving the EPTs in these models is frustration, or mutual incompatibility, of the measurements. Surprisingly, an entangling (volume-law) phase is the generic outcome when measuring sufficiently long but still local (3-body) operators. We identify a class of exceptions to this behavior (""bipartite ensembles"") which cannot sustain an entangling phase but display dual area-law phases, possibly with different kinds of quantum order, separated by self-dual critical points. Finally, we introduce a measure of information spreading in dynamics with measurements and use it to demonstrate the emergence of a statistical light cone, despite the nonlocality inherent to quantum measurements."
1350	2021	Rewilding Language Education: Emergent Assemblages and Entangled Actions	Steven L. Thorne; John Hellermann; Teppo Jakonen	openalex		https://doi.org/10.1111/modl.12687	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Abstract Integrating concepts and techniques from ethnomethodology and sociomaterialism, this article investigates the observable material processes involving human action and place‐based contexts of language use enabled by locative media. The focal pedagogical intervention utilized mobile augmented reality (AR) activities, the development of which was inspired by research on learning ‘in the wild.’ Applying the principle of reverse engineering, we introduce a pedagogical approach termed ‘rewilding’ for its emphasis on designing supportive conditions for goal‐directed interaction outside of classrooms. Three instances of AR materials use are presented from an out‐of‐class activity associated with university‐level language courses involving a quest‐type AR game called ChronoOps . Video data of 3‐player groups were transcribed using conventions from multimodal conversation analysis. The empirical investigation illustrates meaning making through visible embodied displays, the performance of new actions through incorporation of public semiotic resources, and the contributions of the material surround as actants in the flow of interaction. Analysis illustrates that mobile AR activities enable languaging events among assemblages of environments, mobile devices, and embodied experience. We conclude by outlining the affordances of mobile AR activities as one example of rewilding approaches to creating material conditions for language use and learning.
1353	2021	World model learning and inference	Karl Friston; Rosalyn Moran; Yukie Nagai; Tadahiro Taniguchi; Hiroaki Gomi; Josh Tenenbaum	openalex		https://doi.org/10.1016/j.neunet.2021.09.011	target_core_llm_or_sequence_model	provisional paper-defined emergence candidate	PROVISIONAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PARTIAL	PASS	PARTIAL	PARTIAL	PASS	PASS	PARTIAL	True	False	ACCEPT_HIGH_PRIORITY_FOR_DEEP_REVIEW	PROVISIONALLY SUPPORTED	Metadata points to internal representations/mechanisms plus causal, intervention, circuit, vector, or world-model evidence, so it is a strong emergence candidate pending full-paper verification.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Understanding information processing in the brain-and creating general-purpose artificial intelligence-are long-standing aspirations of scientists and engineers worldwide. The distinctive features of human intelligence are high-level cognition and control in various interactions with the world including the self, which are not defined in advance and are vary over time. The challenge of building human-like intelligent machines, as well as progress in brain science and behavioural analyses, robotics, and their associated theoretical formalisations, speaks to the importance of the world-model learning and inference. In this article, after briefly surveying the history and challenges of internal model learning and probabilistic learning, we introduce the free energy principle, which provides a useful framework within which to consider neuronal computation and probabilistic world models. Next, we showcase examples of human behaviour and cognition explained under that principle. We then describe symbol emergence in the context of probabilistic modelling, as a topic at the frontiers of cognitive robotics. Lastly, we review recent progress in creating human-like intelligence by using novel probabilistic programming languages. The striking consensus that emerges from these studies is that probabilistic descriptions of learning and inference are powerful and effective ways to create human-like artificial intelligent machines and to understand intelligence in the context of how humans interact with their world.
1370	2020	Emergent constraints on transient climate response (TCR) and equilibrium climate sensitivity (ECS) from historical warming in CMIP5 and CMIP6 models	Femke J. M. M. Nijsse; Peter M. Cox; Mark S. Williamson	openalex		https://doi.org/10.5194/esd-11-737-2020	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Abstract. Climate sensitivity to CO2 remains the key uncertainty in projections of future climate change. Transient climate response (TCR) is the metric of temperature sensitivity that is most relevant to warming in the next few decades and contributes the biggest uncertainty to estimates of the carbon budgets consistent with the Paris targets. Equilibrium climate sensitivity (ECS) is vital for understanding longer-term climate change and stabilisation targets. In the IPCC 5th Assessment Report (AR5), the stated “likely” ranges (16 %–84 % confidence) of TCR (1.0–2.5 K) and ECS (1.5–4.5 K) were broadly consistent with the ensemble of CMIP5 Earth system models (ESMs) available at the time. However, many of the latest CMIP6 ESMs have larger climate sensitivities, with 5 of 34 models having TCR values above 2.5 K and an ensemble mean TCR of 2.0±0.4 K. Even starker, 12 of 34 models have an ECS value above 4.5 K. On the face of it, these latest ESM results suggest that the IPCC likely ranges may need revising upwards, which would cast further doubt on the feasibility of the Paris targets. Here we show that rather than increasing the uncertainty in climate sensitivity, the CMIP6 models help to constrain the likely range of TCR to 1.3–2.1 K, with a central estimate of 1.68 K. We reach this conclusion through an emergent constraint approach which relates the value of TCR linearly to the global warming from 1975 onwards. This is a period when the signal-to-noise ratio of the net radiative forcing increases strongly, so that uncertainties in aerosol forcing become progressively less problematic. We find a consistent emergent constraint on TCR when we apply the same method to CMIP5 models. Our constraints on TCR are in good agreement with other recent studies which analysed CMIP ensembles. The relationship between ECS and the post-1975 warming trend is less direct and also non-linear. However, we are able to derive a likely range of ECS of 1.9–3.4 K from the CMIP6 models by assuming an underlying emergent relationship based on a two-box energy balance model. Despite some methodological differences; this is consistent with a previously published ECS constraint derived from warming trends in CMIP5 models to 2005. Our results seem to be part of a growing consensus amongst studies that have applied the emergent constraint approach to different model ensembles and to different aspects of the record of global warming.
1371	2020	Emergent linguistic structure in artificial neural networks trained by self-supervision	Christopher D. Manning; Kevin B. Clark; John Hewitt; Urvashi Khandelwal; Omer Levy	openalex		https://doi.org/10.1073/pnas.1907367117	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	This paper explores the knowledge of linguistic structure learned by large artificial neural networks, trained via self-supervision, whereby the model simply tries to predict a masked word in a given context. Human language communication is via sequences of words, but language understanding requires constructing rich hierarchical structures that are never observed explicitly. The mechanisms for this have been a prime mystery of human language acquisition, while engineering work has mainly proceeded by supervised learning on treebanks of sentences hand labeled for this latent structure. However, we demonstrate that modern deep contextual language models learn major aspects of this structure, without any explicit supervision. We develop methods for identifying linguistic hierarchical structure emergent in artificial neural networks and demonstrate that components in these models focus on syntactic grammatical relationships and anaphoric coreference. Indeed, we show that a linear transformation of learned embeddings in these models captures parse tree distances to a surprising degree, allowing approximate reconstruction of the sentence tree structures normally assumed by linguists. These results help explain why these models have brought such large improvements across many language-understanding tasks.
1380	2020	Improving AI System Awareness of Geoscience Knowledge: Symbiotic Integration of Physical Approaches and Deep Learning	Shijie Jiang; Yi Zheng; Dimitri Solomatine	openalex		https://doi.org/10.1029/2020gl088229	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	Abstract Modeling dynamic geophysical phenomena is at the core of Earth and environmental studies. The geoscientific community relying mainly on physical representations may want to consider much deeper adoption of artificial intelligence (AI) instruments in the context of AI's global success and emergence of big Earth data. A new perspective of using hybrid physics‐AI approaches is a grand vision, but actualizing such approaches remains an open question in geoscience. This study develops a general approach to improving AI geoscientific awareness, wherein physical approaches such as temporal dynamic geoscientific models are included as special recurrent neural layers in a deep learning architecture. The illustrative case of runoff modeling across the conterminous United States demonstrates that the physics‐aware DL model has enhanced prediction accuracy, robust transferability, and good intelligence for inferring unobserved processes. This study represents a firm step toward realizing the vision of tackling Earth system challenges by physics‐AI integration.
1395	2020	Using confirmatory composite analysis to assess emergent variables in business research	Jörg Henseler; Florian Schuberth	openalex		https://doi.org/10.1016/j.jbusres.2020.07.026	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	Confirmatory composite analysis (CCA) was invented by Jörg Henseler and Theo K. Dijkstra in 2014 and elaborated by Schuberth et al. (2018b) as an innovative set of procedures for specifying and assessing composite models. Composite models consist of two or more interrelated constructs, all of which emerge as linear combinations of extant variables, hence the term ‘emergent variables’. In a recent JBR paper, Hair et al. (2020) mistook CCA for the measurement model evaluation step of partial least squares structural equation modeling. In order to clear up potential confusion among JBR readers, the paper at hand explains CCA as it was originally developed, including its key steps: model specification, identification, estimation, and assessment. Moreover, it illustrates the use of CCA by means of an empirical study on business value of information technology. A final discussion aims to help analysts in business research to decide which type of covariance structure analysis to use.
1396	2020	Verbal Working Memory as Emergent from Language Comprehension and Production	Steven C. Schwering; Maryellen C. MacDonald	openalex		https://doi.org/10.3389/fnhum.2020.00068	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	This article reviews current models of verbal working memory and considers the role of language comprehension and long-term memory in the ability to maintain and order verbal information for short periods of time. While all models of verbal working memory posit some interaction with long-term memory, few have considered the character of these long-term representations or how they might affect performance on verbal working memory tasks. Similarly, few models have considered how comprehension processes and production processes might affect performance in verbal working memory tasks. Modern theories of comprehension emphasize that people learn a vast web of correlated information about the language and the world and must activate that information from long-term memory to cope with the demands of language input. To date, there has been little consideration in theories of verbal working memory for how this rich input from comprehension would affect the nature of temporary memory. There has also been relatively little attention to the degree to which language production processes naturally manage serial order of verbal information. The authors argue for an emergent model of verbal working memory supported by a rich, distributed long-term memory for language. On this view, comprehension processes provide encoding in verbal working memory tasks, and production processes maintenance, serial ordering, and recall. Moreover, the computational capacity to maintain and order information varies with language experience. Implications for theories of working memory, comprehension, and production are considered.
1415	2019	Reconciling modern machine-learning practice and the classical bias–variance trade-off	Mikhail Belkin; Daniel Hsu; Siyuan Ma; Soumik Mandal	openalex		https://doi.org/10.1073/pnas.1903070116	neural_general_support_or_competitor	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	"Breakthroughs in machine learning are rapidly changing science and society, yet our fundamental understanding of this technology has lagged far behind. Indeed, one of the central tenets of the field, the bias-variance trade-off, appears to be at odds with the observed behavior of methods used in modern machine-learning practice. The bias-variance trade-off implies that a model should balance underfitting and overfitting: Rich enough to express underlying structure in data and simple enough to avoid fitting spurious patterns. However, in modern practice, very rich models such as neural networks are trained to exactly fit (i.e., interpolate) the data. Classically, such models would be considered overfitted, and yet they often obtain high accuracy on test data. This apparent contradiction has raised questions about the mathematical foundations of machine learning and their relevance to practitioners. In this paper, we reconcile the classical understanding and the modern practice within a unified performance curve. This ""double-descent"" curve subsumes the textbook U-shaped bias-variance trade-off curve by showing how increasing model capacity beyond the point of interpolation results in improved performance. We provide evidence for the existence and ubiquity of double descent for a wide spectrum of models and datasets, and we posit a mechanism for its emergence. This connection between the performance and the structure of machine-learning models delineates the limits of classical analyses and has implications for both the theory and the practice of machine learning."
1422	2019	The Microbiota-Gut-Brain Axis	John F. Cryan; Kenneth J. O’Riordan; Caitlin S.M. Cowan; Kiran V. Sandhu; Thomaz F. S. Bastiaanssen; Marcus Boehme; Martin G. Codagnone; Sofia Cussotto; Christine Fülling; Anna V. Golubeva; Katherine E. Guzzetta; Minal Jaggar; Caitríona M. Long-Smith; Joshua M. Lyte; Jason Martin; Alicia Molinero-Perez; Gerard M. Moloney; Emanuela Morelli; Enrique Morillas; Rory O’Connor	openalex		https://doi.org/10.1152/physrev.00018.2018	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	The importance of the gut-brain axis in maintaining homeostasis has long been appreciated. However, the past 15 yr have seen the emergence of the microbiota (the trillions of microorganisms within and on our bodies) as one of the key regulators of gut-brain function and has led to the appreciation of the importance of a distinct microbiota-gut-brain axis. This axis is gaining ever more traction in fields investigating the biological and physiological basis of psychiatric, neurodevelopmental, age-related, and neurodegenerative disorders. The microbiota and the brain communicate with each other via various routes including the immune system, tryptophan metabolism, the vagus nerve and the enteric nervous system, involving microbial metabolites such as short-chain fatty acids, branched chain amino acids, and peptidoglycans. Many factors can influence microbiota composition in early life, including infection, mode of birth delivery, use of antibiotic medications, the nature of nutritional provision, environmental stressors, and host genetics. At the other extreme of life, microbial diversity diminishes with aging. Stress, in particular, can significantly impact the microbiota-gut-brain axis at all stages of life. Much recent work has implicated the gut microbiota in many conditions including autism, anxiety, obesity, schizophrenia, Parkinson's disease, and Alzheimer's disease. Animal models have been paramount in linking the regulation of fundamental neural processes, such as neurogenesis and myelination, to microbiome activation of microglia. Moreover, translational human studies are ongoing and will greatly enhance the field. Future studies will focus on understanding the mechanisms underlying the microbiota-gut-brain axis and attempt to elucidate microbial-based intervention and therapeutic strategies for neuropsychiatric disorders.
1424	2019	Transfer Learning in Natural Language Processing	Sebastian Ruder; Matthew E. Peters; Swabha Swayamdipta; Thomas Wolf	openalex		https://doi.org/10.18653/v1/n19-5004	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	The classic supervised machine learning paradigm is based on learning in isolation, a single predictive model for a task using a single dataset. This approach requires a large number of training examples and performs best for well-defined and narrow tasks. Transfer learning refers to a set of methods that extend this approach by leveraging data from additional domains or tasks to train a model with better generalization properties. Over the last two years, the field of Natural Language Processing (NLP) has witnessed the emergence of several transfer learning methods and architectures which significantly improved upon the state-of-the-art on a wide range of NLP tasks. These improvements together with the wide availability and ease of integration of these methods are reminiscent of the factors that led to the success of pretrained word embeddings and ImageNet pretraining in computer vision, and indicate that these methods will likely become a common tool in the NLP landscape as well as an important research direction. We will present an overview of modern transfer learning methods in NLP, how models are pre-trained, what information the representations they learn capture, and review examples and case studies on how these models can be integrated and adapted in downstream NLP tasks.
1443	2018	Operator Spreading and the Emergence of Dissipative Hydrodynamics under Unitary Evolution with Conservation Laws	Vedika Khemani; Ashvin Vishwanath; David A. Huse	openalex		https://doi.org/10.1103/physrevx.8.031057	target_core_llm_or_sequence_model	partial paper-defined emergence candidate	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS	PARTIAL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	UNKNOWN	True	False	ACCEPT_FOR_DEEP_REVIEW	PARTIALLY SUPPORTED	Metadata suggests internal representation, circuit, world-model, ICL, or compression evidence, but functional causal use is not proven from metadata alone.	No explicit intelligence-level claim visible from metadata.	"We study the scrambling of local quantum information in chaotic many-body systems in the presence of a locally conserved quantity like charge or energy that moves diffusively. The interplay between conservation laws and scrambling sheds light on the mechanism by which unitary quantum dynamics, which is reversible, gives rise to diffusive hydrodynamics, which is a slow dissipative process. We obtain our results in a random quantum circuit model that is constrained to have a conservation law. We find that a generic spreading operator consists of two parts: (i) a conserved part which comprises the weight of the spreading operator on the local conserved densities, whose dynamics is described by diffusive charge spreading; this conserved part also acts as a source that steadily emits a flux of (ii) nonconserved operators. This emission leads to dissipation in the operator hydrodynamics, with the dissipative process being the slow conversion of operator weight from local conserved operators to nonconserved, at a rate set by the local diffusion current. The emitted nonconserved parts then spread ballistically at a butterfly speed, thus becoming highly nonlocal and, hence, essentially nonobservable, thereby acting as the ""reservoir"" that facilitates the dissipation. In addition, we find that the nonconserved component develops a power-law tail behind its leading ballistic front due to the slow dynamics of the conserved components. This implies that the out-of-time-order commutator between two initially separated operators grows sharply upon the arrival of the ballistic front, but, in contrast to systems with no conservation laws, it develops a diffusive tail and approaches its asymptotic late-time value only as a power of time instead of exponentially. We also derive these results within an effective hydrodynamic description which contains multiple coupled diffusion equations."
1444	2018	Positive tipping points in a rapidly warming world	J. David Tàbara; Niki Frantzeskaki; Katharina Hölscher; Simona Pedde; Kasper Kok; Francesco Lamperti; Jens Hesselbjerg Christensen; Jill Jäger; Pam Berry	openalex		https://doi.org/10.1016/j.cosust.2018.01.012	target_core_llm_or_sequence_model	provisional paper-defined emergence candidate	PROVISIONAL_PAPER_DEFINED_EMERGENCE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PASS	PASS	PARTIAL	True	False	ACCEPT_HIGH_PRIORITY_FOR_DEEP_REVIEW	PROVISIONALLY SUPPORTED	Metadata points to internal representations/mechanisms plus causal, intervention, circuit, vector, or world-model evidence, so it is a strong emergence candidate pending full-paper verification.	Metadata may mention reasoning/intelligence, but it does not establish broad transfer, compact abstraction reuse, robust OOD generalization, and efficiency.	The challenge of meeting the UNFCCC CoP21 goal of keeping global warming ‘well below 2 °C and to pursue efforts towards 1.5 °C’ (‘the 2–1.5 °C target’) calls for research efforts to better understand the opportunities and constraints for fundamental transformations in global systems dynamics which currently drive the unsustainable and inequitable use of the Earth's resources. To this end, this research reviews and introduces the notion of positive tipping points as emergent properties of systems–including both human capacities and structural conditions — which would allow the fast deployment of evolutionary-like transformative solutions to successfully tackle the present socio-climate quandary. Our research provides a simple procedural synthesis to help identify and coordinate the required agents’ capacities to implement transformative solutions aligned with such climate goal in different contexts. Our research shows how to identify the required capacities, conditions and potential policy interventions which could eventually lead to the emergence of positive tipping points in various social–ecological systems to address the 2–1.5 °C policy target. Our insights are based on the participatory downscaling of global Shared Socio-economic Pathways (SSPs) to Europe, the formulation of pathways of solutions within these scenarios and the results from an agent-based economic modelling.
