corpus	method	level	cluster	algorithmic_label	role	work_id	title	verdict	tier	supported_count	supported_criteria
audited	semantic	subcluster	S01	relational structure / reasoning / reasoning types	strongest	w_7478c4587d99ea18	Unveiling Transformers with LEGO: a synthetic reasoning task	INCLUDE	TIER_2	3	SCALING,NOVEL_BASIS,GENERALISATION
audited	semantic	subcluster	S02	solve retrieval / transformers / transformers solve	medoid	w_3a2ad5f9386e827d	Mechanism and Emergence of Stacked Attention Heads in Multi-Layer Transformers	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S02	solve retrieval / transformers / transformers solve	boundary	w_b9374a286a73fd88	Layer Specialization Underlying Compositional Reasoning in Transformers	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S02	solve retrieval / transformers / transformers solve	strongest	w_33b529766cc60dd2	What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains	INCLUDE	TIER_2	2	COMPRESSION,SCALING
audited	semantic	subcluster	S03	discover phase / autoregressively / transformers	medoid	w_5dad8438d08739da	Exact Learning Dynamics of In-Context Learning in Linear Transformers and Its Application to Non-Linear Transformers	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S03	discover phase / autoregressively / transformers	boundary	w_702044b6725a459d	On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability	EXCLUDE	TIER_3	1	NOVEL_BASIS
audited	semantic	subcluster	S03	discover phase / autoregressively / transformers	strongest	w_29ea95f17f21c7ac	Transformers for dynamical systems learn transfer operators in-context	INCLUDE	TIER_2	2	NOVEL_BASIS,GENERALISATION
audited	semantic	subcluster	S04	sparse attention / transformer language / critical periods	medoid	w_28c10566bff3c19f	Language Models Grow Less Humanlike beyond Phase Transition	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S04	sparse attention / transformer language / critical periods	boundary	w_65f428d0eb05342f	Emergent Depthwise Activation Structure in Transformer Language Models The Hau Curve and Its Early-Training Attractor Pattern	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S04	sparse attention / transformer language / critical periods	strongest	w_7209270e01aef2a8	Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	subcluster	S05	rlvr / games / decentralized	medoid	w_6b8b0f146292001a	Emergent World Models and Latent Variable Estimation in Chess-Playing Language Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S05	rlvr / games / decentralized	boundary	w_310671f6b2320a54	Are Your Reasoning Models Reasoning or Guessing? A Mechanistic Analysis of Hierarchical Reasoning Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S05	rlvr / games / decentralized	strongest	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	subcluster	S06	discrete / emerge discrete / data attribution	medoid	w_892700b85dd7550d	Uncovering Emergent Physics Representations Learned In-Context by Large Language Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S06	discrete / emerge discrete / data attribution	boundary	w_f02966985885da33	Latent State Models of Training Dynamics	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S06	discrete / emerge discrete / data attribution	strongest	w_be7a6d5176757697	States Hidden in Hidden States: LLMs Emerge Discrete State Representations Implicitly	EXCLUDE	TIER_3	1	COMPRESSION
audited	semantic	subcluster	S07	misalignment / persona / misaligned	medoid	w_69468026d902ba92	An Emergent Mirage: Is Emergent Misalignment and Realignment Indeed a Robust Phenomenon?	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S07	misalignment / persona / misaligned	boundary	w_78af69834e46633e	Trait-space Monitoring for Emergent Misalignment During Supervised Finetuning	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S07	misalignment / persona / misaligned	strongest	w_8e2c23b49bc4d436	Actionable Activation Directions for Detecting and Mitigating Emergent Misalignment Across Language Model Families	EXCLUDE	TIER_3	1	COMPRESSION
audited	semantic	subcluster	S08	demonstrations / icl / encodings	medoid	w_b73fd2a4553849d2	Understanding Contextual Recall in Transformers: How Finetuning Enables In-Context Reasoning over Pretraining Knowledge	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S08	demonstrations / icl / encodings	boundary	w_b1b2841abfaf8ef2	Which Attention Heads Matter for In-Context Learning?	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	subcluster	S08	demonstrations / icl / encodings	strongest	w_848983c423304f71	Emergence and Effectiveness of Task Vectors in In-Context Learning: An Encoder Decoder Perspective	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	subcluster	S09	pre-trained transformers / modularity / pre-trained	medoid	w_e117d573dbd1bc5f	Unlocking Emergent Modularity in Large Language Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S09	pre-trained transformers / modularity / pre-trained	boundary	w_b7c2381a27c702c4	Emergent Stack Representations in Modeling Counter Languages Using Transformers	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S09	pre-trained transformers / modularity / pre-trained	strongest	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S10	features key / token / geometry representations	medoid	w_8bf24f4dbe9ac287	Arithmetic with language models: From memorization to computation	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S10	features key / token / geometry representations	boundary	w_8686cbb9af9f8fa5	Arithmetic Pedagogy for Language Models	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S10	features key / token / geometry representations	strongest	w_8686cbb9af9f8fa5	Arithmetic Pedagogy for Language Models	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S11	conceptual / logical / nodes	medoid	w_4ed5458b1772d1f2	The Birth of Knowledge: Emergent Features across Time, Space, and Scale in Large Language Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S11	conceptual / logical / nodes	boundary	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	INCLUDE	TIER_2	2	COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S11	conceptual / logical / nodes	strongest	w_a68de8b27948098c	Emergence and Function of Abstract Representations in Self-Supervised Transformers	INCLUDE	TIER_2	2	COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S12	grokking / grokking neural / perfect generalization	medoid	w_9977306cc3994536	Exploring Grokking: Experimental and Mechanistic Investigations	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S12	grokking / grokking neural / perfect generalization	boundary	w_7ff07b360090f82a	Is Grokking Worthwhile? Functional Analysis and Transferability of Generalization Circuits in Transformers	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S12	grokking / grokking neural / perfect generalization	strongest	w_9db7d6568bb89686	Grokking as a First Order Phase Transition in Two Layer Networks	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	subcluster	S13	polynomials / modulus / modular polynomials	medoid	w_01e15d37549ba1fc	Latent Algorithmic Structure Precedes Grokking: A Mechanistic Study of ReLU MLPs on Modular Arithmetic	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	semantic	subcluster	S13	polynomials / modulus / modular polynomials	boundary	w_d59f0794873b2140	The Geometric Inductive Bias of Grokking: Bypassing Phase Transitions via Architectural Topology	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S13	polynomials / modulus / modular polynomials	strongest	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	INCLUDE	TIER_1	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S14	grokking / representation geometry / low-rank	medoid	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	INCLUDE	TIER_1	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S14	grokking / representation geometry / low-rank	boundary	w_667c790db241c1aa	Intrinsic Task Symmetry Drives Generalization in Algorithmic Tasks	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S14	grokking / representation geometry / low-rank	strongest	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	INCLUDE	TIER_1	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S15	quantum / quantum neural / parameterized	medoid	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S15	quantum / quantum neural / parameterized	boundary	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S15	quantum / quantum neural / parameterized	strongest	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S16	harmonic loss / harmonic / loss	medoid	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S16	harmonic loss / harmonic / loss	boundary	w_a03de8e37b580793	Rethinking the Harmonic Loss via Non-Euclidean Distance Layers	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S16	harmonic loss / harmonic / loss	strongest	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S17	hessian / trainability / neural collapse	medoid	w_cddfb17d263e3744	Explaining Grokking and Information Bottleneck through Neural Collapse Emergence	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	subcluster	S17	hessian / trainability / neural collapse	boundary	w_25ba5099b834e43a	On the Mechanism and Dynamics of Modular Addition: Fourier Features, Lottery Ticket, and Grokking	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S17	hessian / trainability / neural collapse	strongest	w_811a8cd021958e82	Deep Networks Always Grok and Here is Why	INCLUDE	TIER_2	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	semantic	subcluster	S18	artificial agents / plumes / virtual	medoid	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S18	artificial agents / plumes / virtual	boundary	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S18	artificial agents / plumes / virtual	strongest	w_4dbf08f598cd567b	Emergent behavior and neural dynamics in artificial agents tracking turbulent plumes	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S19	deep neural / detectors / emerge deep	medoid	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks	EXCLUDE	TIER_3	1	COMPRESSION
audited	semantic	subcluster	S19	deep neural / detectors / emerge deep	boundary	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks	EXCLUDE	TIER_3	1	COMPRESSION
audited	semantic	subcluster	S19	deep neural / detectors / emerge deep	strongest	w_89fd2479381ba2a1	Semantic representations emerge in biologically inspired ensembles of cross-supervising neural networks	EXCLUDE	TIER_3	1	COMPRESSION
audited	semantic	subcluster	S20	recurrent / hebbian / recurrent neural	medoid	w_27f0a0911b68ee3a	Gradient-based learning drives robust representations in recurrent neural networks by balancing compression and expansion	INCLUDE	TIER_2	2	SCALING,COMPRESSION
audited	semantic	subcluster	S20	recurrent / hebbian / recurrent neural	boundary	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S20	recurrent / hebbian / recurrent neural	strongest	w_67833e8bc8bb92f5	Redundant representations help generalization in wide neural networks * , †	INCLUDE	TIER_2	3	SCALING,COMPRESSION,CRITICALITY
audited	semantic	subcluster	S21	spiking / neuronal / spiking neural	medoid	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	subcluster	S21	spiking / neuronal / spiking neural	boundary	w_b0c3a03ae75a81b6	Different timescales of neural activities introduce different representations of task-relevant information	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S21	spiking / neuronal / spiking neural	strongest	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	subcluster	S22	transition delayed / lottery-ticket / tickets	medoid	w_2b77293cdef4c93f	Grokking as Structural Inference: Transformers Need Bayesian Lottery Tickets	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	semantic	subcluster	S22	transition delayed / lottery-ticket / tickets	boundary	w_7ced2a0538a6bf26	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	EXCLUDE	TIER_3	0	
audited	semantic	subcluster	S22	transition delayed / lottery-ticket / tickets	strongest	w_63db75cd5e03c2b8	Bridging Lottery Ticket and Grokking: Understanding Grokking from Inner Structure of Networks	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	semantic	subcluster	S23	binding / subcircuits / attention-head	medoid	w_0308d55890a5b9c6	On the Emergence of Induction Heads for In-Context Learning	INCLUDE	TIER_2	2	SCALING,CRITICALITY
audited	semantic	subcluster	S23	binding / subcircuits / attention-head	boundary	w_3649951b25d89fe3	Plasticity and language in the anaesthetized human hippocampus	EXCLUDE	TIER_3	1	SCALING
audited	semantic	subcluster	S23	binding / subcircuits / attention-head	strongest	w_8af770f5f86d5ac0	Distinct mechanisms underlying in-context learning in transformers	INCLUDE	TIER_1	3	SCALING,CRITICALITY,NOVEL_BASIS
audited	semantic	subcluster	S24	representations predictive / observations representation / visual	medoid	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S24	representations predictive / observations representation / visual	boundary	w_a6ec62ef7863cd72	Emergence of Foveal Image Sampling from Learning to Attend in Visual Scenes	INCLUDE	TIER_2	2	COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S24	representations predictive / observations representation / visual	strongest	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	INCLUDE	TIER_1	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S25	localization / tuning / spatial	medoid	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
audited	semantic	subcluster	S25	localization / tuning / spatial	boundary	w_ab07437d78318352	Emergence of functional and structural properties of the head direction system by optimization of recurrent neural networks	INCLUDE	TIER_2	2	SCALING,NOVEL_BASIS
audited	semantic	subcluster	S25	localization / tuning / spatial	strongest	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	INCLUDE	TIER_2	3	SCALING,COMPRESSION,NOVEL_BASIS
