corpus	work_id	title	verdict	text_policy	characters	semantic_tokens_before_truncation	semantic_chunked	semantic_truncated	analysis_text
audited	w_0c4ffd6cc3a55132	GrokAlign: Geometric Characterisation and Acceleration of Grokking	EXCLUDE	explicit-claims-results	1144	208	0	0	Title: GrokAlign: Geometric Characterisation and Acceleration of Grokking. Claim: Prior work has associated phenomena like delayed generalisation with the transition of a deep network from a linear to a feature learning regime, and… Supporting result: Prior work has associated phenomena like delayed generalisation with the transition of a deep network from a linear to a feature learning regime, and emergent robustness with changes to the network’s functional geometry, in particular the arrangement of the so-called linear regions in deep networks employing continuous piecewise affine nonlinearities. Claim: A key challenge for the machine learning community is to understand and accelerate the training dynamics of deep networks that lead to delayed generalisation… Supporting result: Prior work has associated phenomena like delayed generalisation with the transition of a deep network from a linear to a feature learning regime, and emergent robustness with changes to the network’s functional geometry, in particular the arrangement of the so-called linear regions in deep networks employing continuous piecewise affine nonlinearities.
audited	w_2dc38e0d59add635	Grokfast: Accelerated Grokking by Amplifying Slow Gradients	EXCLUDE	explicit-claims-results	889	203	0	0	Title: Grokfast: Accelerated Grokking by Amplifying Slow Gradients. Claim: The experiments show that our algorithm, dubbed Grokfast, applies to diverse tasks involving images, languages, and graphs across various architectures including Transformers, MLPs, RNNs,… Supporting result: Our GROKFAST is a simple algorithmic modification upon existing optimizers to pull forward the time of event of sudden generalization after overfitting, also known as the grokking phenomenon. Claim: One puzzling artifact in machine learning, dubbed grokking, refers to the case where a model exhibits delayed generalization long after it reaches near-perfect memorization… Supporting result: Unified view of grokking, double descent and emergent abilities: A perspective from circuits competition. arXiv preprint arXiv:2402.15175, 2024. 1, 9 Ahmed Imtiaz Humayun, Randall Balestriero, and Richard Baraniuk.
audited	w_afad86afa06c34cd	Grokked Models are Better Unlearners	EXCLUDE	explicit-claims-results	1394	295	0	0	"Title: Grokked Models are Better Unlearners. Claim: Analyses of features and curvature further suggest that post-grokking models learn more modular representations with reduced gradient alignment between forget and retain subsets, which… Supporting result: Our results highlightwhena model is trained (pre - vs. post-grokking) as an orthog- onal lever tohowunlearning is performed, providing a practical recipe to improve existing unlearning methods without altering their algorithms. 1 INTRODUCTION The rise of machine learning has brought transformative advancements across domains, yet this progress comes with growing concerns about data privacy, regulatory compliance (e.g., GDPR, CCPA), and the ""right to be forgotten."" Traditional machine learning models stubbornly retain information from their training data, making selective data removal challenging without costly retraining. Claim: Grokking-delayed generalization that emerges well after a model has fit the training data-has been linked to robustness and representation quality. Supporting result: Preprint GROKKEDMODELS AREBETTERUNLEARNERS Yuanbang Liang School of Computer Science and Informatics Cardiff University liangy32@cardiff.ac.uk Yang Li yli.ml.research@gmail.com ABSTRACT Grokking—delayed generalization that emerges well after a model has fit the training data—has been linked to robustness and representation quality."
audited	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	explicit-claims-results	1210	233	0	0	Title: Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization. Claim: The levels of generalization also vary across reasoning types: when faced with out-of-distribution examples, transformers fail to systematically generalize for composition but succeed for… Supporting result: It implies the models’ limitations in induc- ing structured and compressed representations of facts and rules, which lead to redundant knowledge storage and difficulty in propagating knowledge updates [76], and importantly, fundamentally impede the model from systematic generalization over knowledge [25]. Claim: Focusing on two representative reasoning types, composition and comparison, we consistently find that transformers can learn implicit reasoning, but only through grokking, i.e., extended… Supporting result: We delve into the model’s internals throughout training, conducting analytical exper- iments that reveal: 1) the mechanism behind grokking, such as the formation of the generalizing circuit and its relation to the relative efficiency of generalizing and memorizing circuits, and 2) the connection between systematicity and the configuration of the generalizing circuit.
audited	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	INCLUDE	explicit-claims-results	1565	288	0	0	Title: Grokking and epoch-wise double descent in quantum neural networks. Claim: Generalization uses a sparse phase-aligned harmonic representation in place of the earlier dense solution. Supporting result: The learned output representation retains the task boundary with fewer active Fourier components, while weight-norm control preserves both the sparse state and its generalization benefit. Claim: A rapid internal representation transition accompanies the sudden generalization transition. Supporting result: Fourier sparsification and leave-one-out stability change at the grokking event alongside test error; 128-seed depth and hyperparameter series replicate the paired transition and regularization controls its persistence. Claim: In this work, we report the empirical observation of both the grokking transition and epoch-wise double descent in a two-qubit quantum neural network (QNN)… Supporting result: While the macroscopic signatures of grokking and double descent observed in this work share phe- nomenological similarities with classical deep learning, their manifestation in variational quantum circuits is fundamentally shaped by the non-Euclidean geometry of the parameter space. Claim: Depth and training time control a dense-to-sparse internal solution change paired with grokking. Supporting result: Depths one through ten and long checkpoint trajectories connect the Fourier reorganization to test-error and stability transitions across 128 independent initializations; regularization and initialization sweeps move or stabilize the regime.
audited	w_9db7d6568bb89686	Grokking as a First Order Phase Transition in Two Layer Networks	INCLUDE	explicit-claims-results	568	107	0	0	Title: Grokking as a First Order Phase Transition in Two Layer Networks. Claim: Grokking maps to a first-order representation-learning transition. Supporting result: The internal order parameter and performance jump at the same predicted boundary, validated with up to 200 networks and 50 initialization/data seeds. Claim: Sample size, noise, and width control qualitatively different learned features. Supporting result: Analytic order parameters and ensembles of trained networks connect control scaling to internal teacher-feature specialization and generalization.
audited	w_8a9381903c1dcd61	Grokking as an entanglement transition in tensor network machine learning	INCLUDE	explicit-claims-results	718	140	0	0	Title: Grokking as an entanglement transition in tensor network machine learning. Claim: Eigenvalue evaporation and sharp entropy reduction coincide with grokking. Supporting result: The rapid internal transition recurs across multiple binary classifications and a distinct biological dataset, with initial-volume-law and non-grokking community controls delimiting the behavioral relationship. Claim: Training changes tensor-network representations from volume-law to sub-volume-law organization. Supporting result: Sweep-by-sweep entropy, spectrum, and classification measurements pair the entanglement reorganization with held-out performance across Fashion-MNIST comparisons and independent gene-expression cohorts.
audited	w_445558f210a709ae	Grokking as Dimensional Phase Transition in Neural Networks	EXCLUDE	explicit-claims-results	1460	314	0	0	Title: Grokking as Dimensional Phase Transition in Neural Networks. Claim: Grokking as Dimensional Phase Transition in Neural Networks. Supporting result: Larger avalanches indicate more parameters are effec- tively coupled; This implements the condensed matter paradigm of probing internal correlations throughrelax- ation response: the avalanche is the system’s relaxation to above-threshold perturbations, and its size quantifies the spatial extent of this relaxation. Claim: Crucially, $D$ reflects \textbf{gradient field geometry}, not network architecture: synthetic i.i.d.\ Gaussian gradients maintain $D \approx 1$ regardless of graph topology, while real training… Supporting result: This sharp phase transition is puzzling: stan- dard learning theory does not predict why a network that already fits the training data perfectly [2] should later improve further on a test set, let alone why this improvement occurs abruptly rather than gradually. Claim: Through finite-size scaling of gradient avalanche dynamics across eight model scales, we find that grokking is a \textit{dimensional phase transition}: effective dimensionality~$D$ crosses from… Supporting result: Through finite-size scaling of gradient avalanche dynamics across eight model scales, we find that grokking is adimensional phase transition: effective dimen- sionalityDcrosses from sub-diffusive (subcritical,D 1) at generalization onset, exhibiting self-organized criticality (SOC).
audited	w_2b77293cdef4c93f	Grokking as Structural Inference: Transformers Need Bayesian Lottery Tickets	INCLUDE	explicit-claims-results	1469	276	0	0	Title: Grokking as Structural Inference: Transformers Need Bayesian Lottery Tickets. Claim: Existing accounts locate this delay in norm minimization, feature emergence, or the late discovery of sparse subnetworks. Supporting result: Existing accounts locate this delay in norm minimization, feature emergence, or the late discovery of sparse subnetworks. Claim: Experiments on algorithmic sequence tasks isolate structure from capacity and show that this Bayesian ticket matches or outperforms lottery-ticket transfer. Supporting result: Experiments on algorithmic sequence tasks isolate structure from capacity and show that this Bayesian ticket matches or outperforms lottery-ticket transfer. 1 Introduction Generalization is the central desideratum of machine learning, yet the mechanisms by which it emerges remain only partially understood. Claim: The transformer learns a task-graph attention structure used for Bayesian inference. Supporting result: The graph is neither wired into attention nor supplied as a label, is characterized by a formal Bayesian model, and KL-targeted intervention changes the learned inference and generalization trajectory. Claim: Attention reorganizes from memorization to structural inference during training. Supporting result: Checkpoint, task-size, and initialization controls show attention condensing onto the latent task graph before generalization; the derived waiting-time law and norm/KL controls track the paired behavior.
audited	w_7d49d4691f9f672f	Grokking as the Transition from Lazy to Rich Training Dynamics	EXCLUDE	explicit-claims-results	993	197	0	0	Title: Grokking as the Transition from Lazy to Rich Training Dynamics. Claim: We identify sufficient statistics for the test loss of such a network, and tracking these over training reveals that grokking arises in this setting… Supporting result: We identify sufficient statistics for the test loss of such a network, and track- ing these over training reveals that grokking arises in this setting when the network first attempts to fit a kernel regression solution with its initial features, followed by late-time feature learning where a generalizing solution is identified after train loss is already low. Claim: Grokking as the Transition from Lazy to Rich Training Dynamics. Supporting result: Gershman ∗ Cengiz Pehlevan∗ Harvard University ABSTRACT We propose that the grokking phenomenon, where the train loss of a neural net- work decreases much earlier than its test loss, can arise due to a neural network transitioning from lazy training dynamics to a rich, feature learning regime.
audited	w_adc88773b79a9aaa	Grokking Beyond Addition: Circuit-Level Analysis of Algebraic Learning in Transformers	EXCLUDE	explicit-claims-results	514	109	0	0	Title: Grokking Beyond Addition: Circuit-Level Analysis of Algebraic Learning in Transformers. Claim: Prior mechanistic interpretability work has shown that transformers trained on modular addition learn Fourier-based clock circuits and exhibit delayed generalisation (grokking). Supporting result: Pre-grokking Peter–Weyl circuit formation.Non-abelian models that memorised but did not generalise already show the correct predicted dominant irrep, indicating that circuit formation begins before grokking (§5). 4.
audited	w_055282d4fa8fa8da	Grokking Beyond the Euclidean Norm of Model Parameters	INCLUDE	explicit-claims-results	720	134	0	0	Title: Grokking Beyond the Euclidean Norm of Model Parameters. Claim: Grokking selects sparse or low-rank functional solutions from overparameterized alternatives. Supporting result: The learned reduced solutions reconstruct the target rules and preserve held-out accuracy, while matched non-Euclidean regularizers control which compact structure and generalization regime develops. Claim: Training time, regularizer, depth, and data control sparse or low-rank solution formation during grokking. Supporting result: Checkpoint and hyperparameter series connect qualitative parameter organization to the delayed transition from memorization to test generalization across modular-arithmetic and matrix-completion settings.
audited	w_81d6e36f6ecc9ed2	Grokking Finite-Dimensional Algebra	EXCLUDE	explicit-claims-results	1294	287	0	0	Title: Grokking Finite-Dimensional Algebra. Claim: This paper investigates the grokking phenomenon, which refers to the sudden transition from a long memorization to generalization observed during neural networks training, in… Supporting result: Grokking Finite-Dimensional Algebra Pascal Jr Tikeng Notsawo 1 2 Guillaume Dumas 1 2 3 Guillaume Rabusseau 1 2 4 Abstract This paper investigates the grokking phenomenon, which refers to the sudden transition from a long memorization to generalization observed during neural networks training, in the context of learn- ing multiplication in finite-dimensional algebras (FDA). Claim: This paper investigates the grokking phenomenon, which refers to the sudden transition from a long memorization to generalization observed during neural networks training, in… Supporting result: By contrast, for F=R , a model that operates directly on (u,v)∈F n ×F n and parameterizes a (bi)linear map can often fit without a prolonged representation-formation phase; grokking (in the strict “delayed generalization after memorization” sense) typically requires being induced via, e.g., large-scale initialization with small weight decay (Liu et al., 2023; Lyu et al., 2024) or by strongly misaligning the Neural Tangent Kernel with the target (Kumar et al., 2024).
audited	w_1dc233460f682f8e	Grokking Group Multiplication with Cosets	EXCLUDE	explicit-claims-results	468	102	0	0	Title: Grokking Group Multiplication with Cosets. Claim: There have been many techniques developed to interpret deep neural networks, but all have substantial limitations. Supporting result: There have also been encouraging early successes in finding in- terpretable circuits within real-world models [ 18, 32, 35, 44, 57], but there is already work emerging that illustrates how neural networks can resist common “mechanistic inter- pretability” methods [14, 34, 60].
audited	w_4c3b5856ae66ad33	Grokking in Linear Models for Logistic Regression	EXCLUDE	explicit-claims-results	466	95	0	0	Title: Grokking in Linear Models for Logistic Regression. Claim: Grokking, the phenomenon of delayed generalization, is often attributed to the depth and compositional structure of deep neural networks. Supporting result: Overall, our results demonstrate that grokking does not require depth or representation learning, and can emerge even in linear models through the dynamics of the bias term. *Equal contribution 1Indian Institute of Technol- ogy Madras, Chennai.
audited	w_d12533ac9aa3bdae	Grokking in LLM Pretraining? Monitor Memorization-to-Generalization without Test	EXCLUDE	explicit-claims-results	847	163	0	0	Title: Grokking in LLM Pretraining? Monitor Memorization-to-Generalization without Test. Claim: Unlike existing works studying when a small model generalizes to limited and specified tasks during thousands epochs' training on algorithmic data, we focus on… Supporting result: While grokking indicates a transition from memorization to generalization [11], it challenges our fundamental understanding of training dynamics and the underlying mechanism of generalization. Claim: Specifically, we investigate when an LLM memorizes the training data, when its generalization on downstream tasks starts to improve, and what happens if there… Supporting result: While grokking indicates a transition from memorization to generalization [11], it challenges our fundamental understanding of training dynamics and the underlying mechanism of generalization.
audited	w_27942ed36ff06a48	Grokking in the Ising model	EXCLUDE	explicit-claims-results	797	150	0	0	Title: Grokking in the Ising model. Claim: Partially with the aid of novel PCA-based network layer analysis techniques, the observed behavior is interpreted as a transition from a connected network to… Supporting result: This suggests an analogy with a CNN in which the initial network layers contain many active neurons and accordingly capture the fine structure of the input data while the final, sparse, layers process averaged, global, features of the dat a. Claim: Delayed generalization, termed grokking, in a machine learning calculation occurs when the increase in test accuracy is delayed relative to the training accuracy. Supporting result: As grokking begins, however, a transition occurs that organizes the activation vectors into distinct clusters corresponding to energy categories.
audited	w_7636520e4c22ae54	Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers	EXCLUDE	explicit-claims-results	1424	335	0	0	Title: Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers. Claim: Transformers have achieved great success in numerous NLP tasks but continue to exhibit notable gaps in multi-step factual reasoning, especially when real-world knowledge is… Supporting result: When evaluated on multi-hop reason- ing benchmarks, our approach achieves up to 95– 100% accuracy on 2WikiMultiHopQA – substan- tially improving over strong baselines and match- ing or exceeding current state-of-the-art results. Claim: In this paper, for the first time, we extend grokking to real-world factual data and address the challenge of dataset sparsity by augmenting existing… Supporting result: In these toy settings, the number of inferred facts (i.e., multi- step or composed patterns) can be systematically increased until a threshold ratio ϕ is reached, at which point a “gener- alizing circuit” emerges in the model (Belkin et al., 2019; Nakkiran et al., 2020; Thilak et al., 2022; Humayun et al., 2023; Nanda et al., 2023). Claim: We further provide an in-depth analysis of how increasing $\phi_r$ drives the formation of generalizing circuits inside Transformers. Supporting result: Surprisingly, we find that even factually incorrect synthetic data can strengthen emergent reasoning circuits rather than degrade accuracy, as it forces the model to rely on relational structure rather than mem- orization.
audited	w_9db09dfae393db2b	Grokking Modular Polynomials	EXCLUDE	explicit-claims-results	255	52	0	0	Title: Grokking Modular Polynomials. Claim: This limitation remains unmoved by the choice of architecture and training strategies. Supporting result: Droplets of good representations: Grokking as a first order phase transition in two layer networks, 2023.
audited	w_9060ed95d2a7d552	Grokking of Implicit Reasoning in Transformers: A Mechanistic Journey to the Edge of Generalization	EXCLUDE	explicit-claims-results	490	96	0	0	Title: Grokking of Implicit Reasoning in Transformers: A Mechanistic Journey to the Edge of Generalization. Claim: The levels of generalization also vary across reasoning types: when faced with out-of-distribution examples, transformers fail to systematically generalize for composition but succeed for… Claim: Focusing on two representative reasoning types, composition and comparison, we consistently find that transformers can learn implicit reasoning, but only through grokking , i.e.,…
audited	w_0299d6e9ee8584a8	Grokking via Implicit Path Norm Minimization: A Theoretical Mechanism	EXCLUDE	explicit-claims-results	962	181	0	0	"Title: Grokking via Implicit Path Norm Minimization: A Theoretical Mechanism. Claim: In this paper, we characterize grokking as a sharp crossover driven by the implicit regularization of gradient flow. Supporting result: Grokking via Implicit Path Norm Minimization: A Theoretical Mechanism Sittiphol Phanvilai June 2026 Abstract The phenomenon of ”grokking”—where overparameterized neural networks exhibit delayed generalization long after achieving perfect training accuracy—remains a fundamental mystery in deep learning theory. Claim: The phenomenon of ""grokking""—where overparameterized neural networks exhibit delayed generalization long after achieving perfect training accuracy—remains a fundamental mystery in deep learning theory. Supporting result: While empirical studies have characterized grokking as a transition from memorization to structured representation, a unified mathematical proof linking this to optimization theory has remained elusive."
audited	w_693b9d7d5ee66702	Guiding Grokking: How Curriculum Learning Shapes Algorithmic Understanding in Neural Networks	EXCLUDE	explicit-claims-results	585	105	0	0	Title: Guiding Grokking: How Curriculum Learning Shapes Algorithmic Understanding in Neural Networks. Claim: In contrast, operations like modular division and permutation show minimal improvement, with validation accuracies below 20% across all curricula. Claim: Understanding how neural networks suddenly achieve strong generalization after extended training (grokking) remains a fundamental challenge in deep learning. Claim: Understanding how neural networks suddenly achieve strong generalization after extended training (grokking) remains a fundamental challenge in deep learning.
audited	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	EXCLUDE	explicit-claims-results	291	58	0	0	Title: Harmonic Loss Trains Interpretable AI Models. Claim: Harmonic Loss Trains Interpretable AI Models. Supporting result: Moreover, we compare a GPT-2 model trained with harmonic loss to the standard GPT-2, illustrating that the harmonic model develops more interpretable representations.
audited	w_06d338196c012d5f	Hierarchical Latent Structures in Data Generation Process Unify Mechanistic Phenomena across Scale	EXCLUDE	explicit-claims-results	603	127	0	0	Title: Hierarchical Latent Structures in Data Generation Process Unify Mechanistic Phenomena across Scale. Claim: Hierarchical Latent Structures in Data Generation Process Unify Mechanistic Phenomena across Scale. Supporting result: search question:Can suitably parametrized, hi- erarchical data-generation models explain the co-emergence of mechanistic phenomena across different scales?We utilize probabilistic context- free grammars (PCFGs) as the underlying data gen- eration process to analyze the emergence of three well-known mechanisms: induction heads, func- tion vectors, and the Hydra effect.
audited	w_a3b0abb58a5c08a7	Higher Embedding Dimension Creates a Stronger World Model for a Simple Sorting Task	EXCLUDE	explicit-claims-results	1303	235	0	0	"Title: Higher Embedding Dimension Creates a Stronger World Model for a Simple Sorting Task. Claim: Higher Embedding Dimension Creates a Stronger World Model for a Simple Sorting Task. Supporting result: Our contributions are as follows: • We introduce sorting as a reinforcement learning testbed for mechanistic interpretability. • We provide an empirical study showing that increasing embedding dimension substantially improves representation faithfulness, consistency, and robustness. • We identify two consistent patterns—a global order encoding in attention weights and largest difference selection rule—that explain agent behavior. • We release metrics and methodology for evaluating alignment between hypothesized mechanisms and model internals. 2 Related Works 2.1 Transformer-based world models in reinforcement learning Recent research has explored the use of transformer architectures to build world models that enhance data efficiency in RL. Claim: We investigate how embedding dimension affects the emergence of an internal ""world model"" in a transformer trained with reinforcement learning to perform bubble-sort-style adjacent… Supporting result: In particular, higher embedding dimensions strengthen the formation of structured internal representation and lead to better interpretability."
audited	w_cbbadc97bc1c553c	Hippocampal representations emerge when training recurrent neural networks on a memory dependent maze navigation task	INCLUDE	explicit-claims-results	949	183	0	0	Title: Hippocampal representations emerge when training recurrent neural networks on a memory dependent maze navigation task. Claim: A recurrent network learns an allocentric attractor map and reward-directed trajectory manifold without location or direction labels. Supporting result: The learned state is formally characterized through place fields, attractor geometry, decoding, and forward-sweep trajectories; Q-only and combined-objective controls show that maintaining and reusing the predictive map supports path selection and reward behavior. Claim: Predictive and reward-learning objectives produce distinct hippocampal-like state organizations. Supporting result: Predictive pretraining, combined predictive/Q learning, and Q-only controls reorganize recurrent states from a sensory attractor map into reward-directed sweeps and task-selective activity, with faster successful navigation across ten initial conditions and randomized walls.
audited	w_040112c409ede931	Holographic Knowledge Manifolds: A Novel Pipeline for Continual Learning Without Catastrophic Forgetting in Large Language Models	EXCLUDE	explicit-claims-results	1597	340	0	0	Title: Holographic Knowledge Manifolds: A Novel Pipeline for Continual Learning Without Catastrophic Forgetting in Large Language Models. Claim: We introduce the Holographic Knowledge Manifold (HKM), a four-phase pipeline that achieves zero catastrophic forgetting in AI knowledge representation while maintaining minimal memory growth… Supporting result: In experiments on combined WikiText and FB15k datasets (scaled to 2,997 nodes), we demonstrate industry-leading performance: 0% forgetting (∞ improvement over GEM baselines), 3× compression, and 53% training time reduction on consumer GPU hardware. Claim: Holographic Knowledge Manifolds: A Novel Pipeline for Continual Learning Without Catastrophic Forgetting in Large Language Models. Supporting result: Our approach draws from intimate details of model training, such as the role of sparse activations in mixture-of-experts (MoE) architectures and emergent scaling laws observed in hyperscale regimes, hypothesizing a future where LLMs evolve beyond static pre-training toward symbiotic, manifold-based adaptation. Claim: In experiments on combined WikiText and FB15k datasets (scaled to 2,997 nodes), we demonstrate industry-leading performance: 0% forgetting (infinite improvement over GEM baselines), 3x… Supporting result: Our approach draws from intimate details of model training, such as the role of sparse activations in mixture-of-experts (MoE) architectures and emergent scaling laws observed in hyperscale regimes, hypothesizing a future where LLMs evolve beyond static pre-training toward symbiotic, manifold-based adaptation.
audited	w_92e7bb6a674a7aa3	How Attention Sinks Emerge in Large Language Models: An Interpretability Perspective	EXCLUDE	explicit-claims-results	633	125	0	0	Title: How Attention Sinks Emerge in Large Language Models: An Interpretability Perspective. Claim: This mechanism serves as the basis for the attention sink on position zero. Supporting result: While this pattern might initially seem relevant to the emergence of the position-zero (P0) sink, head-level ablation studies suggest otherwise. Claim: Furthermore, by analyzing training traces from a 30B A3B MoE model trained from scratch, we find that this mechanism emerges early in training and… Supporting result: As a result, the final layer in which the sink-related circuit emerges shows no consistent pattern across model scales.
audited	w_8d71fca6fabfe6c0	How do language models learn facts? Dynamics, curricula and hallucinations	INCLUDE	explicit-claims-results	702	126	0	0	Title: How do language models learn facts? Dynamics, curricula and hallucinations. Claim: Training constructs an attention-based factual-recall circuit. Supporting result: The token-routing circuit is learned rather than supplied, is characterized by name-grouping and extraction attention, and checkpoint attention patching removes the learning plateau and changes recall acquisition. Claim: Factual learning passes through three phases while recall circuits form during the plateau. Supporting result: Training checkpoints, population size, data distribution, model size, sequence mixer, and hyperparameter controls link attention-circuit development to later knowledge acquisition across five seeds.
audited	w_83ff2605b95d13cd	How Do LLMs Acquire New Knowledge? A Knowledge Circuits Perspective on Continual Pre-Training	INCLUDE	explicit-claims-results	824	141	0	0	Title: How Do LLMs Acquire New Knowledge? A Knowledge Circuits Perspective on Continual Pre-Training. Claim: A checkpoint-localized circuit turning point separates formation from optimization behavior. Supporting result: Circuit entropy and structural consistency change regime at architecture-specific checkpoints; post-transition aligned topologies attain substantially higher standalone recall, and four model families plus relation/frequency controls reproduce the paired shift. Claim: Continual-pretraining time and model scale control a formation-to-optimization change in knowledge circuits. Supporting result: Checkpoint trajectories in four model architectures connect circuit entropy, topology, specialized heads, and layerwise information flow to factual-recall performance under relevance and frequency controls.
audited	w_988674ea0e8c1cb7	How Does Controllability Emerge In Language Models During Pretraining?	INCLUDE	explicit-claims-results	585	100	0	0	Title: How Does Controllability Emerge In Language Models During Pretraining?. Claim: Concept control becomes accessible through low-complexity linear transformations. Supporting result: A reduced linear control representation selectively changes the target concept; intervention and finetuning comparisons tie representation quality to generation behavior. Claim: Linear steerability emerges at distinct stages of pretraining. Supporting result: Checkpoint analyses connect increasing hidden-state separability to the onset of concept steering across model families and concept pairs.
audited	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	INCLUDE	explicit-claims-results	645	113	0	0	Title: How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments. Claim: Reasoning faithfulness changes sharply beyond a critical noise threshold. Supporting result: Multiple noise regimes and seeds pair the behavioral threshold with transient entropy and hidden-state differentiation; complexity and shortcut controls support the proposed mechanism. Claim: Training moves models through faithful, mixed, and skip-step reasoning modes. Supporting result: Noise and checkpoint sweeps link hidden-state uncertainty organization to counterfactual faithfulness behavior in controlled synthetic transformers.
audited	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	INCLUDE	explicit-claims-results	1170	222	0	0	Title: How to Tame Grokking: Representation Geometry as a Control Signal. Claim: Effective dimensionality stays high, then undergoes a sharp collapse. Supporting result: Low-rank spectral regularization directly reduces hidden dimensionality and preserves or accelerates generalization across target-dimension, timing, architecture, and task sweeps. Claim: Unsmoothed trajectories contain abrupt geometric reorganizations. Supporting result: A narrow training interval contains coordinated layerwise transitions followed by accuracy jumps; direct geometry interventions move transition time reproducibly across seeds. Claim: How to Tame Grokking: Representation Geometry as a Control Signal. Supporting result: These works largely treat representation geometry as an emergent property of learning, whereas our goal is to in- vestigate whether geometry can be directly manipulated to control grokking dynamics. Claim: Deep representations reorganize rapidly near the grokking transition. Supporting result: Layerwise checkpoint trajectories connect a qualitative geometry change to generalization across three tasks, MLPs, transformers, and five-to-ten seeds per setting.
audited	w_e93a08062ac7d030	How Transformers Learn Causal Structure with Gradient Descent	INCLUDE	explicit-claims-results	1177	219	0	0	Title: How Transformers Learn Causal Structure with Gradient Descent. Claim: The incredible success of transformers on sequence modeling tasks can be largely attributed to the self-attention mechanism, which allows information to be transferred between… Supporting result: Lee Princeton University August 14, 2024 Abstract The incredible success of transformers on sequence modeling tasks can be largely at- tributed to the self-attention mechanism, which allows information to be transferred between different parts of a sequence. Claim: The transformer learns the latent causal graph as an attention computation. Supporting result: The graph is hidden from the model, the learned attention matrix is formally proved to converge to its adjacency through mutual-information gradients, and the forward-pass construction uses it for in-context transition estimation and OOD prediction. Claim: Gradient descent progressively aligns first-layer attention with a latent causal graph. Supporting result: Training dynamics, sequence-length, graph, and prior controls connect adjacency recovery to in-context prediction; end-to-end theory establishes the optimization-to-behavior link.
audited	w_e929aef5f663e086	How Transformers Learn Regular Language Recognition: A Theoretical Study on Training Dynamics and Implicit Bias	EXCLUDE	explicit-claims-results	449	77	0	0	Title: How Transformers Learn Regular Language Recognition: A Theoretical Study on Training Dynamics and Implicit Bias. Claim: How Transformers Learn Regular Language Recognition: A Theoretical Study on Training Dynamics and Implicit Bias. Supporting result: This is achieved by carefully designing the scaling factor in the attention mechanism, which not only stabilizes training but also underscores its critical role in transformer architectures.
audited	w_3addefc2ae588ee1	How Transformers Learn to Plan via Multi-Token Prediction	INCLUDE	explicit-claims-results	771	135	0	0	Title: How Transformers Learn to Plan via Multi-Token Prediction. Claim: Multi-token training learns a reverse-reasoning predecessor representation that is used for planning. Supporting result: The circuit is not supplied in the graph task, is formally derived from the gradient dynamics, and its learned attention computation retrieves predecessor relations that produce the planned path; next-token and objective controls do not form the same solution. Claim: Training objective and capacity determine whether a transformer develops a planning circuit. Supporting result: Multi-token versus next-token training, checkpoint, capacity, and data controls connect the formation of predecessor/content attention structure to successful reverse planning across repeated runs.
audited	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	INCLUDE	explicit-claims-results	1211	253	0	0	Title: Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network. Claim: Crossing the pseudo-spinodal produces an abrupt first-order transition into collective pattern replay. Supporting result: The identified drive control produces a discontinuous firing-rate and spatiotemporal-order transition; reverse sweeps, multiple noise levels, three system sizes, finite-size avalanche collapse, and predicted exponent relations replicate the internal/behavioral boundary. Claim: However, the mechanism at the basis of these observations is still not clear. Supporting result: We found that the network shows a ﬁrst order transition between a low spiking rate disordered state (down), and a high rate state characterized by the emergence of collective activity and the replay of one of the stored patterns (up). Claim: External drive, noise, and size control a disordered-to-pattern-replay organization. Supporting result: Drive ramps, noise sweeps, and finite-size series connect the learned network's low-rate state, metastable alternation, and collective attractor replay to stored-pattern behavior, with hysteresis and avalanche controls delimiting the regimes.
audited	w_4c4c957af0f57b2d	Identifying Semantic Induction Heads to Understand In-Context Learning	EXCLUDE	explicit-claims-results+abstract-fallback	1197	217	0	0	Title: Identifying Semantic Induction Heads to Understand In-Context Learning. Abstract fallback: Although large language models (LLMs) have demonstrated remarkable performance, the lack of transparency in their inference logic raises concerns about their trustworthiness. To gain a better understanding of LLMs, we conduct a detailed analysis of the operations of attention heads and aim to better understand the in-context learning of LLMs. Specifically, we investigate whether attention heads encode two types of relationships between tokens present in natural languages: the syntactic dependency parsed from sentences and the relation within knowledge graphs. We find that certain attention heads exhibit a pattern where, when attending to head tokens, they recall tail tokens and increase the output logits of those tail tokens. More crucially, the formulation of such semantic induction heads has a close correlation with the emergence of the in-context learning ability of language models. The study of semantic attention heads advances our understanding of the intricate operations of attention heads in transformers, and further provides new insights into the in-context learning of LLMs.
