corpus	method	work_id	title	year	verdict	tier	claimed_count	supported_count	supported_criteria	macro_cluster	subcluster	macro_silhouette	subcluster_silhouette
audited	tfidf	w_f6a044308e277e6f	Emergent mechanisms for long timescales depend on training curriculum and affect performance in memory tasks	2023	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M05	S11	0.018561	0.002857
audited	tfidf	w_0d3dcf550d7f718e	Emergent Misalignment Can Be Induced by Sycophancy and Reversed via Alignment Gating	2026	EXCLUDE	TIER_3	1	0		M07	S15	0.14085	0.131493
audited	tfidf	w_308c48dc4aaa9e3f	Emergent modularity in large language models: Insights from aphasia simulations	2025	EXCLUDE	TIER_3	0	0		M10	S19	-0.001125	-0.02839
audited	tfidf	w_18bd4894e38b3c30	Emergent Modularity in Pre-trained Transformers	2023	EXCLUDE	TIER_3	1	1	SCALING	M10	S24	-0.006429	0.385252
audited	tfidf	w_f929db1156ad72b9	Emergent Moral Representations in Large Language Models Aligns with Human Conceptual, Neural, and Behavioral Moral Structure	2025	EXCLUDE	TIER_3	1	0		M10	S21	-0.00544	-0.006766
audited	tfidf	w_b9bc4d3bac625b6d	Emergent Ordinal Geometry in Transformers Trained on Local Comparisons	2026	EXCLUDE	TIER_3	4	0		M10	S25	-0.005691	0.003396
audited	tfidf	w_cfed60f0df988968	Emergent Outlier View Rejection in Visual Geometry Grounded Transformers	2025	EXCLUDE	TIER_3	2	1	NOVEL_BASIS	M10	S25	-0.000249	0.007258
audited	tfidf	w_a78497f1c2544ef9	Emergent Representations of Program Semantics in Language Models Trained on Programs	2023	EXCLUDE	TIER_3	1	0		M10	S21	-0.006037	0.011761
audited	tfidf	w_a102e93eb2f0b4fe	Emergent Search and Backtracking in Latent Reasoning Models	2026	EXCLUDE	TIER_3	1	0		M10	S22	-0.014215	-0.004399
audited	tfidf	w_b7c2381a27c702c4	Emergent Stack Representations in Modeling Counter Languages Using Transformers	2025	EXCLUDE	TIER_3	1	0		M10	S25	-0.015825	-0.016816
audited	tfidf	w_31d5e4082601879a	Emergent Structured Representations Support Flexible In-Context Inference in Large Language Models	2026	EXCLUDE	TIER_3	1	1	COMPRESSION	M10	S21	-0.009324	-0.019616
audited	tfidf	w_196fc85332b551c5	Emergent Structures and Training Dynamics in Large Language Models	2022	EXCLUDE	TIER_3	1	0		M10	S19	-0.003396	0.032925
audited	tfidf	w_e219fcd05aa4ac72	Emergent Symbol-like Number Variables in Artificial Neural Networks	2025	INCLUDE	TIER_2	3	2	SCALING,NOVEL_BASIS	M10	S20	-0.032379	-0.024358
audited	tfidf	w_cb00fb1bab7f3b7f	Emergent Symbolic Mechanisms Support Abstract Reasoning in Large Language Models	2025	INCLUDE	TIER_1	1	3	COMPRESSION,NOVEL_BASIS,GENERALISATION	M10	S20	-0.002023	0.006696
audited	tfidf	w_3e42f09a386d12e1	Emergent temporal abstractions in autoregressive models enable hierarchical reinforcement learning	2025	EXCLUDE	TIER_3	4	1	COMPRESSION	M04	S08	-0.004965	-0.013068
audited	tfidf	w_183237c2b47ef789	Emergent Vector Embedding Shaping in Large Language Models Through Novel Multi-Path Neural Architectures	2024	EXCLUDE	TIER_3	4	0		M10	S19	-0.005004	0.003213
audited	tfidf	w_47bf4f8fc88f3cb8	Emergent World Beliefs: Exploring Transformers in Stochastic Games	2025	EXCLUDE	TIER_3	2	0		M09	S17	0.056649	-0.015052
audited	tfidf	w_6b8b0f146292001a	Emergent World Models and Latent Variable Estimation in Chess-Playing Language Models	2024	EXCLUDE	TIER_3	3	0		M02	S05	-0.011664	-0.030225
audited	tfidf	w_ae5660e37ed8d376	Emergent World Representations: Exploring a Sequence Model Trained on a Synthetic Task	2022	EXCLUDE	TIER_3	1	0		M09	S18	0.06709	0.059638
audited	tfidf	w_afd5289886580185	Emergent World Representations in OpenVLA	2025	EXCLUDE	TIER_3	3	0		M09	S17	0.066448	0.050209
audited	tfidf	w_06e9a506745ea5b3	Evidence of Phase Transitions in Small Transformer-Based Language Models	2025	EXCLUDE	TIER_3	2	1	SCALING	M10	S22	-0.001013	-0.024371
audited	tfidf	w_63d2efb7962dd788	Evolving reservoir computers reveal bidirectional coupling between predictive power and emergent dynamics	2026	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M04	S08	-0.003952	-0.004575
audited	tfidf	w_5dad8438d08739da	Exact Learning Dynamics of In-Context Learning in Linear Transformers and Its Application to Non-Linear Transformers	2025	EXCLUDE	TIER_3	4	0		M06	S13	0.0246	0.058599
audited	tfidf	w_0daa43451a63b0d5	Excitatory-inhibitory recurrent dynamics produce robust visual grids and stable attractors	2022	INCLUDE	TIER_2	3	2	COMPRESSION,NOVEL_BASIS	M05	S10	-0.001664	-0.013564
audited	tfidf	w_928be1de7f678ed8	ExPLAIND: Unifying Model, Data, and Training Attribution to Study Model Behavior	2025	EXCLUDE	TIER_3	1	0		M10	S22	-0.019074	-0.012852
audited	tfidf	w_cddfb17d263e3744	Explaining Grokking and Information Bottleneck through Neural Collapse Emergence	2025	INCLUDE	TIER_2	4	2	SCALING,COMPRESSION	M02	S05	-0.009816	-0.029256
audited	tfidf	w_2c0c064d65d2971a	Explaining Grokking in Transformers through the Lens of Inductive Bias	2026	EXCLUDE	TIER_3	2	1	SCALING	M01	S03	0.016112	0.007534
audited	tfidf	w_a98ab65706b90112	Explaining grokking through circuit efficiency	2023	EXCLUDE	TIER_3	2	0		M01	S03	0.01499	0.011923
audited	tfidf	w_9977306cc3994536	Exploring Grokking: Experimental and Mechanistic Investigations	2024	EXCLUDE	TIER_3	2	0		M10	S22	-0.031074	-0.020263
audited	tfidf	w_45a112f0ccfe5c13	Feature emergence via margin maximization: case studies in algebraic tasks	2023	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,NOVEL_BASIS	M02	S05	0.010655	0.015736
audited	tfidf	w_c14141577a386c75	Feature Identification via the Empirical NTK	2025	EXCLUDE	TIER_3	2	0		M02	S05	0.001596	-0.005098
audited	tfidf	w_50a8d749e31274a5	Feature Lottery? A Bifurcation Theory of Concept Emergence	2026	EXCLUDE	TIER_3	4	0		M10	S22	-0.012793	-0.009792
audited	tfidf	w_324dfcccfb988427	Features Emerge as Discrete States: The First Application of SAEs to 3D Representations	2025	EXCLUDE	TIER_3	2	0		M09	S17	0.032641	0.105188
audited	tfidf	w_6bc585648f75a51c	Fine-Tuning Enhances Existing Mechanisms: A Case Study on Entity Tracking	2024	EXCLUDE	TIER_3	0	0		M10	S21	-0.041237	-0.030314
audited	tfidf	w_9f73d3436486bd59	Flatness is Necessary, Neural Collapse is Not: Rethinking Generalization via Grokking	2025	EXCLUDE	TIER_3	1	0		M10	S25	-0.020779	0.002381
audited	tfidf	w_a1ccd9bf44a17fd9	From Compression to Expression: A Layerwise Analysis of In-Context Learning	2025	EXCLUDE	TIER_3	3	1	COMPRESSION	M06	S13	0.042885	0.052774
audited	tfidf	w_c8a949e793b32b4d	From Condensation to Rank Collapse: A Two-Stage Analysis of Transformer Training Dynamics	2025	EXCLUDE	TIER_3	1	1	SCALING	M02	S05	-0.007897	-0.020629
audited	tfidf	w_87462cebc24e3c1e	From movement to cognitive maps: recurrent neural networks reveal how locomotor development shapes hippocampal spatial coding	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M04	S07	0.036179	0.087519
audited	tfidf	w_09f63ee8fae242b4	From Texts to Scores: Tracing the Emergence of Essay Quality Representations in Large Language Models	2026	EXCLUDE	TIER_3	1	0		M10	S21	-0.01519	-0.008839
audited	tfidf	w_39ca6ff1e5e8821c	Function Vectors in Large Language Models	2024	EXCLUDE	TIER_3	3	1	COMPRESSION	M06	S12	0.038106	0.322317
audited	tfidf	w_706a559e41355dab	Get rich quick: exact solutions reveal how unbalanced initializations promote rapid feature learning	2024	EXCLUDE	TIER_3	3	0		M01	S03	-0.002517	0.001869
audited	tfidf	w_02b805ef4183bf30	Global Low-Rank, Local Full-Rank: The Holographic Encoding of Learned Algorithms	2026	EXCLUDE	TIER_3	4	1	SCALING	M01	S01	0.021728	0.070261
audited	tfidf	w_27f0a0911b68ee3a	Gradient-based learning drives robust representations in recurrent neural networks by balancing compression and expansion	2022	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M05	S10	-0.001486	0.006055
audited	tfidf	w_0c4ffd6cc3a55132	GrokAlign: Geometric Characterisation and Acceleration of Grokking	2025	EXCLUDE	TIER_3	2	1	SCALING	M02	S05	-0.004648	-0.000515
audited	tfidf	w_2dc38e0d59add635	Grokfast: Accelerated Grokking by Amplifying Slow Gradients	2026	EXCLUDE	TIER_3	2	0		M01	S03	0.035048	0.014506
audited	tfidf	w_afad86afa06c34cd	Grokked Models are Better Unlearners	2025	EXCLUDE	TIER_3	2	0		M02	S05	-0.006852	-0.005325
audited	tfidf	w_5230ec460b7adaac	Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization	2024	EXCLUDE	TIER_3	2	1	SCALING	M08	S16	0.763602	0.762932
audited	tfidf	w_35bf58ca4093d76e	Grokking and epoch-wise double descent in quantum neural networks	2026	INCLUDE	TIER_2	4	3	SCALING,COMPRESSION,CRITICALITY	M02	S04	0.010022	0.027716
audited	tfidf	w_9db7d6568bb89686	Grokking as a First Order Phase Transition in Two Layer Networks	2023	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.030725	0.007981
audited	tfidf	w_8a9381903c1dcd61	Grokking as an entanglement transition in tensor network machine learning	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.037525	-0.023503
audited	tfidf	w_445558f210a709ae	Grokking as Dimensional Phase Transition in Neural Networks	2026	EXCLUDE	TIER_3	3	1	SCALING	M01	S02	-0.026878	0.020276
audited	tfidf	w_2b77293cdef4c93f	Grokking as Structural Inference: Transformers Need Bayesian Lottery Tickets	2026	INCLUDE	TIER_2	3	2	SCALING,NOVEL_BASIS	M01	S03	0.009094	-0.001107
audited	tfidf	w_7d49d4691f9f672f	Grokking as the Transition from Lazy to Rich Training Dynamics	2023	EXCLUDE	TIER_3	2	1	SCALING	M01	S03	0.014052	0.001521
audited	tfidf	w_adc88773b79a9aaa	Grokking Beyond Addition: Circuit-Level Analysis of Algebraic Learning in Transformers	2026	EXCLUDE	TIER_3	1	0		M01	S03	-0.008572	0.002812
audited	tfidf	w_055282d4fa8fa8da	Grokking Beyond the Euclidean Norm of Model Parameters	2025	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M02	S04	-0.016579	-0.015298
audited	tfidf	w_81d6e36f6ecc9ed2	Grokking Finite-Dimensional Algebra	2026	EXCLUDE	TIER_3	2	0		M01	S03	0.051432	-0.042725
audited	tfidf	w_1dc233460f682f8e	Grokking Group Multiplication with Cosets	2023	EXCLUDE	TIER_3	1	0		M10	S25	-0.018774	-0.00869
audited	tfidf	w_4c3b5856ae66ad33	Grokking in Linear Models for Logistic Regression	2026	EXCLUDE	TIER_3	1	0		M10	S25	-0.046905	-0.032145
audited	tfidf	w_d12533ac9aa3bdae	Grokking in LLM Pretraining? Monitor Memorization-to-Generalization without Test	2025	EXCLUDE	TIER_3	2	0		M01	S01	0.034494	0.04032
audited	tfidf	w_27942ed36ff06a48	Grokking in the Ising model	2026	EXCLUDE	TIER_3	2	1	SCALING	M01	S03	0.018818	0.016655
audited	tfidf	w_7636520e4c22ae54	Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers	2025	EXCLUDE	TIER_3	3	0		M10	S22	-0.070445	-0.067236
audited	tfidf	w_9db09dfae393db2b	Grokking Modular Polynomials	2024	EXCLUDE	TIER_3	1	0		M02	S04	-0.016872	-0.029651
audited	tfidf	w_9060ed95d2a7d552	Grokking of Implicit Reasoning in Transformers: A Mechanistic Journey to the Edge of Generalization	2024	EXCLUDE		2	0		M08	S16	0.76657	0.764213
audited	tfidf	w_0299d6e9ee8584a8	Grokking via Implicit Path Norm Minimization: A Theoretical Mechanism	2026	EXCLUDE	TIER_3	2	0		M01	S03	0.014662	0.005291
audited	tfidf	w_693b9d7d5ee66702	Guiding Grokking: How Curriculum Learning Shapes Algorithmic Understanding in Neural Networks	2025	EXCLUDE		3	0		M01	S03	0.024617	-0.008252
audited	tfidf	w_97e9a7de7a56a516	Harmonic Loss Trains Interpretable AI Models	2025	EXCLUDE	TIER_3	1	0		M10	S23	-0.013039	0.400553
audited	tfidf	w_06d338196c012d5f	Hierarchical Latent Structures in Data Generation Process Unify Mechanistic Phenomena across Scale	2026	EXCLUDE	TIER_3	1	0		M10	S22	-0.019005	-0.013471
audited	tfidf	w_a3b0abb58a5c08a7	Higher Embedding Dimension Creates a Stronger World Model for a Simple Sorting Task	2025	EXCLUDE	TIER_3	2	1	SCALING	M09	S18	0.039705	0.042371
audited	tfidf	w_cbbadc97bc1c553c	Hippocampal representations emerge when training recurrent neural networks on a memory dependent maze navigation task	2020	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M04	S07	0.026452	0.054679
audited	tfidf	w_040112c409ede931	Holographic Knowledge Manifolds: A Novel Pipeline for Continual Learning Without Catastrophic Forgetting in Large Language Models	2025	EXCLUDE	TIER_3	3	0		M10	S25	-0.001314	-0.031097
audited	tfidf	w_92e7bb6a674a7aa3	How Attention Sinks Emerge in Large Language Models: An Interpretability Perspective	2026	EXCLUDE	TIER_3	2	1	SCALING	M10	S21	-0.00501	-0.017686
audited	tfidf	w_8d71fca6fabfe6c0	How do language models learn facts? Dynamics, curricula and hallucinations	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S20	-0.015479	-0.009025
audited	tfidf	w_83ff2605b95d13cd	How Do LLMs Acquire New Knowledge? A Knowledge Circuits Perspective on Continual Pre-Training	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M10	S20	-0.020593	-0.011937
audited	tfidf	w_988674ea0e8c1cb7	How Does Controllability Emerge In Language Models During Pretraining?	2025	INCLUDE	TIER_2	1	2	SCALING,COMPRESSION	M02	S05	0.015106	0.012185
audited	tfidf	w_6d9aedbcf0365751	How Does Unfaithful Reasoning Emerge from Autoregressive Training? A Study of Synthetic Experiments	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.04857	-0.041424
audited	tfidf	w_c0722915b2be1f88	How to Tame Grokking: Representation Geometry as a Control Signal	2026	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,CRITICALITY	M02	S04	0.002925	0.002716
audited	tfidf	w_e93a08062ac7d030	How Transformers Learn Causal Structure with Gradient Descent	2024	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M10	S20	-0.015918	-0.000407
audited	tfidf	w_e929aef5f663e086	How Transformers Learn Regular Language Recognition: A Theoretical Study on Training Dynamics and Implicit Bias	2025	EXCLUDE	TIER_3	1	1	SCALING	M10	S20	-0.039362	-0.018868
audited	tfidf	w_3addefc2ae588ee1	How Transformers Learn to Plan via Multi-Token Prediction	2026	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S20	-0.02141	0.005685
audited	tfidf	w_6fc4c4ab9c9916f7	Hysteresis, neural avalanches, and critical behavior near a first-order transition of a spiking neural network	2018	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M03	S06	0.169184	0.145803
audited	tfidf	w_4c4c957af0f57b2d	Identifying Semantic Induction Heads to Understand In-Context Learning	2024	EXCLUDE	TIER_3	0	0		M10	S19	-0.04207	-0.011373
audited	tfidf	w_86f10686a7226020	ILDR: Geometric Early Detection of Grokking	2026	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	0.00299	-0.015451
audited	tfidf	w_27485161163b4c42	Information-Theoretic Progress Measures reveal Grokking is an Emergent Phase Transition	2024	EXCLUDE	TIER_3	2	1	SCALING	M01	S02	0.032854	0.086865
audited	tfidf	w_0f0102a18c705ec7	Interpreting Emergent Features in Deep Learning-based Side-channel Analysis	2025	EXCLUDE	TIER_3	3	1	SCALING	M09	S17	0.014956	0.025588
audited	tfidf	w_ad515c0bfb86662d	Interpreting Emergent Planning in Model-Free Reinforcement Learning	2025	EXCLUDE	TIER_3	1	1	COMPRESSION	M10	S21	-0.019532	-0.037006
audited	tfidf	w_4c22283998c8f0ca	Interpreting Physics in Video World Models	2026	EXCLUDE	TIER_3	4	0		M10	S21	-0.031106	-0.024029
audited	tfidf	w_529fa77099ab7d4e	Intrinsic excitability mechanisms of neuronal ensemble formation	2020	EXCLUDE	TIER_3	1	0		M10	S22	-0.005353	-0.012702
audited	tfidf	w_24c53f7838cefa65	Intrinsic Guardrails: How Semantic Geometry of Personality Interacts with Emergent Misalignment in LLMs	2026	EXCLUDE	TIER_3	2	0		M07	S15	0.081134	0.050726
audited	tfidf	w_667c790db241c1aa	Intrinsic Task Symmetry Drives Generalization in Algorithmic Tasks	2026	EXCLUDE	TIER_3	4	1	SCALING	M01	S01	0.026531	0.049118
audited	tfidf	w_c220d86171080ff7	Investigating the impact of low to moderate level label noise on Neural Network grokking dynamics	2025	EXCLUDE	TIER_3	2	0		M01	S03	0.003414	0.007183
audited	tfidf	w_7ff07b360090f82a	Is Grokking Worthwhile? Functional Analysis and Transferability of Generalization Circuits in Transformers	2026	EXCLUDE	TIER_3	3	0		M01	S03	-0.049004	-0.046773
audited	tfidf	w_c053dda032e0c8cc	Is Random Attention Sufficient for Sequence Modeling? Disentangling Trainable Components in the Transformer	2025	INCLUDE	TIER_2	1	2	SCALING,NOVEL_BASIS	M10	S20	-0.027351	0.008164
audited	tfidf	w_28c10566bff3c19f	Language Models Grow Less Humanlike beyond Phase Transition	2025	EXCLUDE	TIER_3	2	1	SCALING	M01	S02	-0.00365	0.01897
audited	tfidf	w_9cb7d6dc1b5717cd	Late-Stage Generalization Collapse in Grokking: Detecting anti-grokking with Weightwatcher	2026	EXCLUDE	TIER_3	1	0		M01	S03	0.036623	0.008278
audited	tfidf	w_01e15d37549ba1fc	Latent Algorithmic Structure Precedes Grokking: A Mechanistic Study of ReLU MLPs on Modular Arithmetic	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M01	S03	0.02677	0.00733
audited	tfidf	w_803c8143ecd499c2	Latent Feature Transformation for Emergent Task Performance in Large Language Models	2024	EXCLUDE		3	0		M10	S19	-0.01194	0.011063
audited	tfidf	w_f02966985885da33	Latent State Models of Training Dynamics	2023	EXCLUDE	TIER_3	3	0		M10	S22	-0.018688	-0.012449
audited	tfidf	w_b9374a286a73fd88	Layer Specialization Underlying Compositional Reasoning in Transformers	2025	EXCLUDE	TIER_3	2	0		M06	S13	-0.058397	-0.042712
audited	tfidf	w_500a287f07071ec8	Learning Modular Exponentiation with Transformers	2025	EXCLUDE	TIER_3	2	0		M10	S21	-0.017607	-0.031816
audited	tfidf	w_d930a0988351d6a9	Learning stochastic dynamics and predicting emergent behavior using transformers	2024	EXCLUDE	TIER_3	2	0		M01	S02	0.006033	0.038864
audited	tfidf	w_1414f43f732405e6	Learning through atypical phase transitions in overparameterized neural networks	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M02	S04	-0.00785	0.020591
audited	tfidf	w_6408d8e4b06627c9	Learning to grok: Emergence of in-context learning and skill composition in modular arithmetic tasks	2024	EXCLUDE	TIER_3	2	1	SCALING	M06	S13	0.004352	0.02111
audited	tfidf	w_87dd30b387a36df9	Learning to select computations in recurrent neural circuits	2026	EXCLUDE		1	0		M05	S10	0.044762	0.028139
audited	tfidf	w_8ab30e3889d447fc	Learning Towards Emergence: Paving the Way to Induce Emergence by Inhibiting Monosemantic Neurons on Pre-trained Models	2025	EXCLUDE	TIER_3	2	1	SCALING	M10	S25	0.004422	-0.05377
audited	tfidf	w_22e0f6e0ecd808ae	Learning words in groups: fusion algebras, tensor ranks and grokking	2025	EXCLUDE	TIER_3	0	0		M10	S25	-0.013134	-0.011918
audited	tfidf	w_035e7977c618391e	LieTrunc-QNN: Lie Algebra Truncation and Quantum Expressivity Phase Transition from LiePrune to Provably Stable Quantum Neural Networks	2026	EXCLUDE	TIER_3	4	0		M02	S04	0.001117	-0.009138
audited	tfidf	w_dee1d8642fb8ec4d	Linear Latent World Models in Simple Transformers: A Case Study on Othello-GPT	2023	EXCLUDE	TIER_3	2	1	COMPRESSION	M09	S18	0.056403	0.042755
audited	tfidf	w_e7fededba00d2282	Linear Spatial World Models Emerge in Large Language Models	2025	EXCLUDE	TIER_3	2	1	COMPRESSION	M02	S05	-0.005356	-0.023575
audited	tfidf	w_9f65ba32c1a08d74	Low-Dimensional and Transversely Curved Optimization Dynamics in Grokking	2026	INCLUDE	TIER_2	4	2	SCALING,CRITICALITY	M01	S01	0.013651	0.050849
audited	tfidf	w_f4d58aaa5b0434b2	Low-dimensional intrinsic dimension reveals a phase transition in gradient-based learning of deep neural networks	2024	EXCLUDE	TIER_3	3	0		M04	S08	-0.007259	-0.031054
audited	tfidf	w_3a2ad5f9386e827d	Mechanism and Emergence of Stacked Attention Heads in Multi-Layer Transformers	2024	EXCLUDE	TIER_3	2	1	SCALING	M10	S20	-0.014309	-0.001049
audited	tfidf	w_5d1e32d2e724c9ae	Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units	2026	EXCLUDE	TIER_3	1	0		M10	S22	-0.025885	-0.02615
audited	tfidf	w_f5760f8154c234f6	Mechanistic Insights into Grokking from the Embedding Layer	2025	EXCLUDE	TIER_3	2	0		M01	S01	0.022202	0.011571
audited	tfidf	w_e4f4c4e47cf2bb24	Memorization, Emergence, and Explaining Reversal Failures: A Controlled Study of Relational Semantics in LLMs	2026	EXCLUDE	TIER_3	2	1	SCALING	M10	S21	-0.003959	-0.011223
audited	tfidf	w_de53e52135814667	Modeling Transformers as complex networks to analyze learning dynamics	2025	EXCLUDE	TIER_3	1	0		M06	S13	-0.014241	-0.026869
audited	tfidf	w_2848c4070ebd2893	Monotonic Representation of Numeric Attributes in Language Models	2024	EXCLUDE	TIER_3	0	1	COMPRESSION	M10	S21	-0.015498	-0.020702
audited	tfidf	w_b034caed584efd9c	Multimodal Function Vectors for Visual Relations	2026	EXCLUDE	TIER_3	3	1	COMPRESSION	M06	S12	0.023011	0.292699
audited	tfidf	w_5cfae990f2e4ea0e	Multiple-Timescale Neural Networks: Generation of History-Dependent Sequences and Inference Through Autonomous Bifurcations	2021	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M02	S04	-0.020098	-0.023043
audited	tfidf	w_d68d0884ffdb9426	Neural Collapse Dynamics: Depth, Activation, Regularisation, and Feature Norm Threshold	2026	EXCLUDE	TIER_3	2	1	SCALING	M10	S25	-0.012853	-0.001933
audited	tfidf	w_0a81fc2513bfcc09	New Skills or Sharper Primitives? A Probabilistic Perspective on the Emergence of Reasoning in RLVR	2026	EXCLUDE	TIER_3	2	0		M10	S19	-0.000902	0.016763
audited	tfidf	w_c31a237682405c3b	Noise-Driven Escape from Metastable Phases explains Grokking in Deep Neural Networks	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M02	S04	0.003729	0.016639
audited	tfidf	w_c630442fbffca0c4	Not Emergent by Accident: The Implicit Global Workspace as a Consequence of Transformer Optimization	2026	EXCLUDE		3	0		M10	S20	-0.048855	-0.037238
audited	tfidf	w_f15bfc4589f93e42	Number detectors spontaneously emerge in a deep neural network designed for visual object recognition	2019	EXCLUDE	TIER_3	1	1	COMPRESSION	M10	S25	-0.008186	0.01422
audited	tfidf	w_702044b6725a459d	On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability	2024	EXCLUDE	TIER_3	1	1	NOVEL_BASIS	M10	S25	-0.02587	-0.034348
audited	tfidf	w_0308d55890a5b9c6	On the Emergence of Induction Heads for In-Context Learning	2025	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M06	S14	0.047135	0.063263
audited	tfidf	w_25ba5099b834e43a	On the Mechanism and Dynamics of Modular Addition: Fourier Features, Lottery Ticket, and Grokking	2026	INCLUDE	TIER_1	1	3	SCALING,COMPRESSION,NOVEL_BASIS	M02	S05	-0.012443	-0.001562
audited	tfidf	w_6ffbda57ab6a27ae	Optimal reinforcement learning near the edge of a synchronization transition	2022	INCLUDE	TIER_2	2	2	SCALING,CRITICALITY	M03	S06	0.150254	0.128197
audited	tfidf	w_ce9d14ed68420ed6	Outliers with Opposing Signals Have an Outsized Effect on Neural Network Optimization	2023	EXCLUDE	TIER_3	2	0		M10	S21	-0.012304	-0.01293
audited	tfidf	w_1ab7ec580940888c	Path Integration and Object-Location Binding Emerge in an Action-Conditioned Predictive Sequence Network	2026	EXCLUDE	TIER_3	4	1	NOVEL_BASIS	M10	S21	-0.038067	-0.044992
audited	tfidf	w_491d54e45fee4c6c	Persona Features Control Emergent Misalignment	2025	EXCLUDE	TIER_3	2	0		M07	S15	0.136003	0.095503
audited	tfidf	w_dff3d1da5e63f8e0	Phase Transitions in Attention: A Bayesian Theory of Copy Head Emergence	2026	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M02	S04	-0.022755	-0.034253
audited	tfidf	w_e290bc51cfc6cc89	Phase transitions reveal hierarchical structure in deep neural networks	2025	INCLUDE	TIER_2	3	2	SCALING,CRITICALITY	M02	S04	0.002892	0.017703
audited	tfidf	w_703971b3ad96268c	Place cells may simply be memory cells: Memory compression leads to spatial tuning and history dependence	2021	EXCLUDE		1	0		M04	S07	0.002311	0.034811
audited	tfidf	w_3649951b25d89fe3	Plasticity and language in the anaesthetized human hippocampus	2026	EXCLUDE	TIER_3	0	1	SCALING	M05	S11	0.007603	0.008847
audited	tfidf	w_b19041cd869bacfa	Post-Grokking Collapse at the Representation-Readout Interface in Muon-Trained Transformers	2026	INCLUDE	TIER_2	2	2	SCALING,COMPRESSION	M02	S05	0.006379	0.002777
audited	tfidf	w_e3daf00bfe8e1caf	Predicting Emergent Abilities with Infinite Resolution Evaluation	2023	EXCLUDE	TIER_3	2	0		M10	S19	-0.002136	0.04391
audited	tfidf	w_85b812c5c78e647c	Predicting the Emergence of Induction Heads in Language Model Pretraining	2025	INCLUDE	TIER_2	1	2	SCALING,CRITICALITY	M06	S14	0.00902	0.043223
audited	tfidf	w_d27b97e00fa37f8b	Prediction horizon shapes representations in predictive learning	2025	INCLUDE	TIER_2	4	3	SCALING,COMPRESSION,NOVEL_BASIS	M04	S08	0.040161	0.008776
audited	tfidf	w_0c85822618800428	Predictive learning as a network mechanism for extracting low-dimensional latent space representations	2021	INCLUDE	TIER_1	2	3	SCALING,COMPRESSION,NOVEL_BASIS	M04	S08	0.063144	0.015184
audited	tfidf	w_cf357442f5aa7893	Predictive pursuit emerges in high-dimensional recurrent neural networks	2026	INCLUDE	TIER_2	2	2	SCALING,NOVEL_BASIS	M04	S08	0.01775	-0.048459
audited	tfidf	w_e1dd76d318faa330	Predictive sequence learning in the hippocampal formation	2024	INCLUDE	TIER_2	1	3	SCALING,COMPRESSION,NOVEL_BASIS	M04	S07	0.021843	0.075185
audited	tfidf	w_8dc658fd6956f31c	Predictive Statistics Shape Emergent World Representations of Grid Walkers	2026	EXCLUDE	TIER_3	3	1	COMPRESSION	M09	S18	0.013796	0.026076
audited	tfidf	w_92e74bd4c6d552b0	Pretraining task diversity and the emergence of non-Bayesian in-context learning for regression	2023	EXCLUDE	TIER_3	3	0		M06	S14	0.049037	0.008855
audited	tfidf	w_ee8ec07c31be9d3c	Progress Measures for Grokking on Real-world Tasks	2024	EXCLUDE	TIER_3	0	0		M01	S02	0.037323	0.038638
audited	tfidf	w_f3172e652cebe4b6	Progress Measures for Grokking via Mechanistic Interpretability	2023	INCLUDE	TIER_1	5	4	SCALING,CRITICALITY,COMPRESSION,NOVEL_BASIS	M02	S05	0.000496	0.012376
